School Number,School Type,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment
743054,Catholic,20,15,15,15,20,20,20,20
748250,Catholic,20,25,15,20,20,25,25,20
766585,Catholic,10,10,15,10,15,10,0,0
790176,Catholic,10,20,10,10,10,10,0,0
795798,Catholic,15,10,15,15,10,10,20,15
797391,Catholic,10,15,15,15,20,25,30,40
754625,Catholic,45,30,45,50,35,30,45,30
857580,Catholic,10,10,10,10,10,10,10,10
810002,Catholic,30,40,25,30,25,30,30,25
815462,Catholic,10,10,10,10,10,15,10,15
689491,Catholic,10,15,10,10,10,10,10,10
706027,Catholic,20,25,20,20,25,30,35,35
716537,Catholic,10,15,10,15,10,10,10,10
863440,Catholic,0,0,0,0,0,35,90,90
704854,Catholic,40,45,50,40,50,0,0,0
870480,Catholic,0,10,10,0,10,10,10,10
758914,Catholic,0,0,0,30,35,25,30,15
862134,Catholic,15,15,20,15,20,10,10,20
800902,Catholic,35,35,30,0,0,0,0,0
815616,Catholic,10,15,15,15,20,15,0,0
839515,Catholic,10,10,15,15,15,10,10,10
840688,Catholic,15,20,15,20,10,20,15,15
742309,Catholic,0,10,10,10,10,10,10,10
758000,Catholic,25,25,35,30,30,45,35,25
813770,Catholic,45,40,35,40,35,50,45,40
839388,Catholic,10,10,10,10,10,10,10,10
734252,Catholic,55,35,55,55,40,45,40,20
724769,Catholic,0,0,0,0,0,0,205,235
688193,Catholic,20,15,25,20,35,30,0,0
845337,Catholic,130,150,170,190,155,145,0,0
695963,Catholic,25,20,25,25,35,30,0,0
699241,Catholic,25,30,35,35,55,30,0,0
699896,Catholic,20,30,20,45,35,35,0,0
700193,Catholic,35,25,30,25,25,20,0,0
691100,Catholic,20,20,20,20,15,20,0,0
707724,Catholic,0,0,0,0,0,0,190,165
724530,Catholic,40,40,45,45,35,50,0,0
689971,Catholic,30,30,45,35,40,30,0,0
760013,Catholic,100,85,95,95,120,100,0,0
864609,Catholic,20,20,35,25,30,25,0,0
741485,Catholic,50,40,40,40,50,40,0,0
711497,Catholic,60,55,60,60,70,55,0,0
718408,Catholic,40,55,25,50,50,55,0,0
724734,Catholic,0,0,0,0,0,0,310,320
722561,Catholic,0,0,0,0,0,0,185,185
725617,Catholic,0,0,0,0,0,0,140,125
759538,Catholic,40,35,45,35,60,50,0,0
812757,Catholic,0,0,0,0,0,0,110,115
753823,Catholic,25,30,30,35,35,30,0,0
707821,Catholic,45,40,45,35,40,35,0,0
734349,Catholic,40,35,35,40,35,45,0,0
749168,Catholic,25,25,25,30,25,20,0,0
752193,Catholic,50,55,35,50,45,50,0,0
711721,Catholic,30,35,40,40,25,25,0,0
760005,Catholic,0,0,0,0,0,0,365,330
701599,Catholic,40,30,40,45,45,70,0,0
691232,Catholic,65,95,90,95,90,90,0,0
773085,Catholic,15,15,15,10,20,10,0,0
775290,Catholic,25,25,30,25,30,35,0,0
779326,Catholic,45,65,55,65,55,60,0,0
780774,Catholic,30,30,35,40,30,30,0,0
740586,Catholic,25,25,20,25,20,25,0,0
784451,Catholic,40,40,40,45,35,50,0,0
785822,Catholic,20,15,30,25,15,25,0,0
688738,Catholic,65,60,70,50,65,70,0,0
789070,Catholic,40,35,40,30,35,45,0,0
754832,Catholic,70,55,80,80,70,75,0,0
702749,Catholic,30,40,45,55,45,50,0,0
794406,Catholic,40,50,45,45,45,55,0,0
796093,Catholic,50,40,55,65,30,45,0,0
729795,Catholic,30,35,50,50,35,45,0,0
691186,Catholic,45,55,45,50,35,55,0,0
753246,Catholic,70,70,75,85,90,105,0,0
804126,Catholic,45,45,45,55,35,35,0,0
764922,Catholic,0,0,0,0,0,0,370,350
776976,Catholic,0,0,0,0,0,0,125,180
708470,Catholic,80,95,80,75,85,90,0,0
726036,Catholic,50,50,40,55,70,55,0,0
820792,Catholic,30,25,20,25,25,25,0,0
821195,Catholic,50,35,30,55,45,40,0,0
827843,Catholic,0,0,0,0,0,0,165,165
708267,Catholic,100,90,75,95,80,90,0,0
708739,Catholic,40,40,50,55,45,50,0,0
828386,Catholic,0,0,0,0,0,0,155,165
720569,Catholic,40,40,35,35,45,40,0,0
707694,Catholic,15,15,20,20,15,10,15,10
833010,Catholic,25,15,20,25,15,25,0,0
835617,Catholic,35,25,25,40,25,35,0,0
688878,Catholic,45,50,40,30,45,40,0,0
841900,Catholic,0,0,0,0,0,0,190,195
842915,Catholic,0,0,0,0,0,0,120,120
845124,Catholic,0,0,0,0,0,0,280,295
845620,Catholic,50,50,60,65,65,60,0,0
849260,Catholic,40,50,60,50,65,55,0,0
702250,Catholic,40,45,50,60,60,50,0,0
856118,Catholic,50,60,65,85,75,75,0,0
849407,Catholic,85,95,95,90,80,50,0,0
689173,Catholic,30,30,25,30,30,35,0,0
700227,Catholic,85,75,85,85,105,110,0,0
702385,Catholic,50,55,70,60,60,70,0,0
848612,Catholic,0,0,0,0,0,0,275,280
838912,Catholic,20,25,40,30,45,40,0,0
731374,Catholic,40,30,50,50,45,40,0,0
814241,Catholic,30,50,40,45,45,45,0,0
750271,Catholic,30,20,30,35,25,30,0,0
751375,Catholic,40,25,25,35,30,35,0,0
741680,Catholic,45,45,40,50,45,45,0,0
733270,Catholic,0,0,0,0,0,0,175,205
689130,Catholic,40,35,25,35,30,25,0,0
744065,Catholic,75,65,80,75,75,85,0,0
864510,Catholic,25,15,15,20,25,20,0,0
566,Public,45,55,50,60,55,65,60,60
320510,Public,40,45,55,70,80,85,0,0
4626,Public,70,45,55,65,55,60,60,55
13986,Public,70,55,60,55,50,55,65,65
20354,Public,25,15,25,10,10,10,0,0
119207,Public,35,40,35,35,55,40,0,0
32271,Public,60,60,50,55,65,65,0,0
36340,Public,35,40,40,35,25,25,0,0
36862,Public,75,65,60,50,0,0,0,0
315877,Public,0,0,0,0,0,0,110,135
41670,Public,20,35,40,35,50,35,0,0
40665,Public,90,95,95,115,115,125,0,0
55069,Public,15,35,35,30,45,45,60,55
61077,Public,30,45,35,35,35,30,0,0
34452,Public,45,50,50,55,60,50,0,0
63908,Public,95,85,90,105,90,85,105,145
76511,Public,10,10,10,15,10,15,0,0
84832,Public,50,65,65,55,55,65,0,0
86240,Public,25,45,30,30,35,0,0,0
86487,Public,70,65,70,0,0,0,0,0
86452,Public,60,75,75,70,80,80,75,80
383252,Public,0,0,0,0,0,0,295,325
90182,Public,25,25,30,35,35,30,0,10
282953,Public,85,70,85,85,75,100,0,0
101869,Public,25,40,35,35,25,35,0,0
107778,Public,15,25,30,15,25,25,0,0
671053,Public,10,10,10,10,10,10,10,50
121886,Public,45,45,55,45,45,40,0,0
121940,Public,15,20,20,30,35,0,0,0
671207,Public,10,10,10,10,10,10,10,40
131504,Public,25,25,25,40,45,40,55,60
139432,Public,35,40,40,35,35,35,0,0
153508,Public,10,20,30,10,15,15,0,0
151416,Public,45,55,65,50,55,45,55,45
634184,Public,0,0,0,0,0,0,310,300
170763,Public,45,55,30,25,35,35,0,0
177008,Public,80,75,65,70,55,60,0,0
50261,Public,0,0,0,0,0,95,120,105
129674,Public,25,35,25,30,35,50,30,40
83456,Public,65,65,65,70,85,55,0,0
193640,Public,10,15,10,30,40,35,70,60
196266,Public,0,0,0,35,75,75,90,110
196762,Public,10,25,25,30,30,25,0,0
197211,Public,0,0,0,0,0,0,290,255
88560,Public,45,40,55,45,45,0,0,0
211583,Public,30,35,40,0,0,0,0,0
216658,Public,0,0,0,0,0,0,150,160
224197,Public,0,0,0,0,0,0,190,175
392197,Public,65,60,60,60,65,0,0,0
223930,Public,0,0,0,0,0,30,185,225
424919,Public,10,15,25,15,25,20,0,0
62050,Public,110,145,145,130,125,120,0,0
250848,Public,20,10,20,25,20,20,35,35
419222,Public,30,40,20,20,30,45,55,65
252875,Public,0,0,0,0,0,180,170,190
356980,Public,35,30,40,30,25,25,10,20
259810,Public,20,35,25,45,70,60,0,0
264628,Public,65,65,80,95,90,85,85,85
273333,Public,50,60,45,55,40,40,60,75
287202,Public,20,40,45,30,65,60,170,170
286168,Public,45,50,50,45,45,45,0,0
285455,Public,90,65,95,95,90,70,0,0
579722,Public,75,75,50,65,30,35,0,0
287563,Public,40,40,35,55,50,125,115,130
287156,Public,0,0,0,75,55,65,75,55
302759,Public,70,80,75,95,105,85,0,0
452440,Public,20,10,15,15,15,10,0,0
305057,Public,50,25,30,35,20,35,0,0
37699,Public,55,45,45,45,40,0,0,0
27235,Public,0,0,0,0,0,0,395,355
332356,Public,80,75,70,65,65,60,0,0
332488,Public,40,35,45,40,35,55,0,0
332615,Public,35,30,30,35,30,0,0,0
129690,Public,35,50,40,45,60,55,65,60
345903,Public,55,75,50,75,80,80,0,0
356409,Public,55,50,70,60,60,55,0,0
114334,Public,0,0,0,0,0,0,145,135
423874,Public,25,20,15,25,20,25,50,55
382272,Public,55,60,65,55,65,65,0,0
407232,Public,20,20,10,20,15,0,0,0
419389,Public,35,45,60,0,0,0,0,0
424650,Public,30,35,30,40,40,35,0,0
626912,Public,250,270,315,275,310,320,0,0
615066,Public,0,0,0,0,0,0,305,310
444936,Public,35,35,35,40,50,45,55,45
448834,Public,85,75,70,55,55,50,0,0
463523,Public,20,15,20,25,35,25,65,80
465089,Public,10,15,20,25,20,25,0,0
480428,Public,15,20,30,25,20,25,0,0
483150,Public,40,35,35,30,45,0,0,0
487180,Public,35,30,30,40,25,30,0,0
121690,Public,40,25,35,30,25,45,0,0
487317,Public,20,20,25,15,10,20,0,0
487384,Public,45,60,50,55,70,0,0,0
319937,Public,60,55,55,45,50,50,110,105
60925,Public,40,45,60,50,55,65,0,0
488356,Public,65,45,60,60,50,40,0,0
489360,Public,20,30,35,25,35,35,0,0
474444,Public,50,50,45,45,45,45,55,45
506168,Public,40,35,30,15,20,10,0,0
620213,Public,0,0,0,0,0,0,185,180
516694,Public,70,60,50,45,30,35,0,0
204901,Public,65,60,65,65,65,75,0,0
310646,Public,60,60,60,60,45,65,0,0
565750,Public,75,90,65,80,90,95,100,105
537624,Public,70,90,70,75,70,90,0,0
595012,Public,70,50,70,65,55,60,80,85
330043,Public,45,45,45,45,40,40,80,80
554910,Public,0,0,0,45,45,35,35,35
383260,Public,40,25,35,50,50,40,55,60
396902,Public,120,130,105,100,90,100,70,70
577405,Public,55,55,50,45,70,60,90,85
578576,Public,15,20,20,20,20,20,0,0
579297,Public,55,60,70,100,125,125,0,0
579351,Public,45,50,50,40,55,55,0,0
61972,Public,50,50,45,50,50,50,55,65
624500,Public,130,125,100,100,105,100,0,0
619523,Public,50,60,50,50,50,45,55,55
624330,Public,10,20,10,20,15,15,40,40
4880,Public,90,65,75,70,60,0,0,0
12815,Public,0,0,0,0,0,140,165,130
11533,Public,0,0,0,0,0,115,160,170
13463,Public,60,65,70,65,50,60,65,65
57274,Public,50,55,40,50,50,0,0,0
74438,Public,25,10,25,15,10,15,0,0
21369,Public,70,75,80,85,80,10,0,0
102016,Public,80,65,80,70,100,0,0,0
503560,Public,125,90,100,110,90,100,90,60
30880,Public,0,0,0,0,0,220,175,220
32280,Public,80,70,85,80,75,0,0,0
37907,Public,0,0,0,0,0,85,145,120
40762,Public,25,30,25,20,20,20,0,0
89058,Public,50,55,60,55,45,70,70,70
49450,Public,50,40,50,50,45,0,0,0
57347,Public,50,50,45,35,60,0,0,0
250350,Public,60,55,50,65,55,0,0,0
61107,Public,75,70,70,70,70,0,0,0
198811,Public,95,105,115,125,125,0,0,0
63525,Public,0,0,0,0,0,200,180,220
63550,Public,70,70,90,75,90,0,0,0
66532,Public,55,40,50,50,60,0,0,0
71188,Public,75,85,95,105,85,0,0,0
71781,Public,115,105,125,135,120,0,0,0
514070,Public,0,0,0,0,0,155,185,175
74047,Public,25,30,25,35,30,35,70,70
74179,Public,30,20,35,25,30,30,25,35
80454,Public,0,0,0,0,0,220,190,205
27655,Public,100,105,115,95,105,0,0,0
97098,Public,35,55,40,35,40,30,0,0
33387,Public,90,80,95,110,75,95,75,80
74373,Public,75,90,95,90,100,0,0,0
88340,Public,40,40,50,40,60,65,50,70
501875,Public,0,0,0,0,0,230,230,245
88935,Public,85,85,105,90,105,0,0,0
89028,Public,60,50,50,65,60,0,0,0
94757,Public,0,0,0,0,0,250,240,240
80741,Public,80,80,90,90,80,0,0,0
107735,Public,75,95,70,120,0,0,0,0
267840,Public,100,90,110,115,110,90,90,85
59404,Public,70,80,85,110,90,0,0,0
108626,Public,75,70,70,55,65,0,0,0
111228,Public,20,15,20,10,15,0,0,0
111872,Public,35,45,40,45,45,0,0,0
237787,Public,55,55,55,60,65,0,0,0
122815,Public,65,65,55,55,55,0,0,0
96327,Public,85,80,85,90,70,0,0,0
123145,Public,25,25,25,35,25,0,0,0
124869,Public,190,130,135,120,105,0,0,0
35007,Public,80,75,70,70,75,75,60,50
127515,Public,60,95,95,100,105,0,0,0
133698,Public,0,0,0,0,0,130,150,140
134198,Public,0,0,0,0,0,255,260,295
254568,Public,65,65,65,75,65,0,0,0
140864,Public,40,50,55,55,60,0,0,0
141070,Public,0,0,0,0,0,135,180,210
186040,Public,105,110,110,110,105,90,95,70
142832,Public,95,100,90,75,85,0,0,0
603791,Public,55,60,50,55,55,0,0,0
195640,Public,55,45,55,50,55,45,60,50
158313,Public,0,0,0,0,0,245,230,240
163449,Public,45,30,55,35,55,0,0,0
165620,Public,105,110,105,90,70,0,0,0
166936,Public,85,80,90,110,80,0,0,0
167070,Public,0,0,0,0,0,0,250,240
426375,Public,80,85,85,85,105,85,85,110
173479,Public,35,35,30,50,35,40,25,0
174920,Public,55,45,50,50,45,0,0,0
276502,Public,45,30,20,30,25,20,20,20
202987,Public,0,0,0,0,0,260,295,280
185655,Public,0,0,0,0,0,145,130,155
185850,Public,40,55,50,60,50,0,0,0
588552,Public,80,85,80,115,95,35,45,50
192864,Public,75,65,75,65,60,0,0,0
192910,Public,0,0,0,0,0,155,180,215
193097,Public,0,0,0,0,0,150,170,180
193070,Public,25,20,20,30,25,0,0,0
194093,Public,105,100,110,130,110,0,0,0
199125,Public,0,0,0,0,0,185,220,190
199362,Public,70,100,80,65,85,55,0,0
201073,Public,45,60,65,55,45,0,0,0
201316,Public,20,25,20,25,25,20,0,0
201413,Public,70,60,65,50,70,0,0,0
210455,Public,45,35,35,50,50,0,0,0
218731,Public,40,40,40,40,40,0,0,0
217387,Public,0,0,0,0,0,140,130,150
221538,Public,40,35,35,35,60,0,0,0
494577,Public,0,0,0,0,0,165,145,150
228940,Public,70,65,75,75,100,85,80,95
229199,Public,0,0,0,0,0,30,140,120
229377,Public,0,0,0,0,0,160,140,180
230774,Public,45,30,25,35,45,0,0,0
243426,Public,30,35,45,40,35,0,0,0
253464,Public,40,30,40,40,35,0,0,0
250716,Public,25,20,30,20,30,20,25,25
236845,Public,0,0,0,0,0,240,250,250
252530,Public,30,25,35,30,25,0,0,0
253448,Public,65,70,70,80,80,115,115,125
118827,Public,70,55,70,75,75,0,0,0
254550,Public,50,50,70,45,60,0,0,0
258121,Public,0,0,0,0,0,90,120,130
258148,Public,25,35,30,40,30,0,0,0
259322,Public,60,35,50,50,55,45,55,60
263508,Public,0,0,0,0,0,125,165,160
263397,Public,110,80,110,105,115,0,0,0
273260,Public,55,80,65,75,55,0,0,0
274763,Public,35,40,30,35,40,45,45,45
595134,Public,80,85,90,75,90,90,85,80
5797,Public,60,65,75,70,55,0,0,0
587234,Public,50,50,75,45,60,55,55,45
309432,Public,70,80,100,75,75,0,0,0
185731,Public,65,45,80,60,85,0,0,0
282375,Public,30,35,50,50,30,10,0,0
289582,Public,25,30,20,30,30,10,0,0
291986,Public,50,55,45,50,60,0,0,0
297682,Public,100,75,90,85,45,0,0,0
307548,Public,40,40,45,40,50,0,0,0
308455,Public,115,95,110,85,110,0,0,0
311960,Public,85,75,90,90,80,0,0,0
314579,Public,0,0,0,0,0,210,195,215
499344,Public,80,110,90,95,95,90,85,100
321958,Public,45,35,35,35,30,0,0,0
65223,Public,0,0,0,0,0,215,210,250
328324,Public,15,15,20,15,20,70,75,75
328448,Public,35,35,40,40,40,0,0,0
197410,Public,65,55,50,40,35,35,35,25
336467,Public,20,10,15,15,15,10,0,0
345610,Public,45,45,45,40,40,0,0,0
329215,Public,35,35,40,50,35,0,0,0
350192,Public,40,45,45,45,50,50,0,0
444522,Public,75,55,80,70,75,130,120,120
329690,Public,0,0,0,0,0,230,235,255
351857,Public,25,15,20,25,20,0,0,0
605063,Public,85,80,65,95,0,0,0,0
356921,Public,55,55,70,70,80,0,0,0
364150,Public,75,85,110,120,120,0,0,0
365246,Public,15,25,25,30,35,30,0,0
366412,Public,50,50,50,45,45,35,0,0
372480,Public,0,0,0,0,0,190,155,175
332933,Public,90,80,75,90,80,0,0,0
419607,Public,55,50,50,55,50,40,40,40
164342,Public,85,95,95,110,100,105,90,95
372978,Public,40,25,40,50,45,95,85,100
380164,Public,45,45,45,50,45,0,0,0
382647,Public,60,70,75,60,90,0,0,0
212749,Public,85,95,95,115,100,0,0,0
411655,Public,75,70,70,75,75,0,0,0
414395,Public,15,15,10,10,15,0,0,0
612932,Public,110,120,110,125,140,0,0,0
427667,Public,65,65,60,85,70,0,0,0
429465,Public,20,20,10,10,25,0,0,0
431966,Public,50,55,60,60,50,60,50,60
436097,Public,40,35,50,50,60,0,0,0
506508,Public,0,0,0,0,0,0,0,10
506613,Public,0,0,0,0,0,0,0,10
449075,Public,35,40,40,45,55,40,0,0
449032,Public,105,115,115,110,130,75,0,0
315252,Public,60,55,65,85,75,75,65,75
464171,Public,0,0,0,0,0,10,175,165
465232,Public,50,55,45,60,60,0,0,0
466778,Public,60,50,45,50,35,45,35,75
147831,Public,35,40,60,50,55,60,0,0
476650,Public,40,35,30,35,45,0,0,0
239570,Public,70,80,80,80,95,0,0,0
484580,Public,85,100,80,85,80,0,0,0
484849,Public,115,100,70,95,90,0,0,0
486400,Public,30,25,30,30,25,20,30,40
487902,Public,0,0,0,0,0,210,180,220
487414,Public,40,60,60,60,85,75,65,60
561022,Public,55,50,50,50,55,50,100,105
493318,Public,105,80,105,100,90,100,90,85
330632,Public,120,115,95,110,130,0,0,0
494275,Public,0,0,0,0,0,180,175,210
494011,Public,90,85,110,100,90,0,0,0
107280,Public,0,0,0,0,175,235,190,240
501506,Public,60,55,55,55,50,0,0,0
519588,Public,55,70,70,70,60,50,0,0
156880,Public,45,50,55,50,45,55,60,70
509019,Public,45,45,55,55,45,40,0,0
510548,Public,65,65,65,60,50,0,0,0
519871,Public,65,55,75,75,95,0,0,0
514241,Public,30,50,40,45,25,0,0,0
514357,Public,35,35,40,35,40,0,0,0
209969,Public,60,65,75,65,75,85,95,70
514900,Public,0,0,0,0,0,120,160,145
516210,Public,30,25,20,25,30,0,0,0
373279,Public,0,0,0,0,0,230,205,210
516430,Public,25,30,30,40,30,30,40,30
518042,Public,60,65,65,60,55,0,0,0
31851,Public,90,105,100,85,100,95,105,100
626274,Public,65,75,85,95,95,90,85,90
527971,Public,50,70,75,65,80,0,0,0
528137,Public,40,55,60,50,60,55,0,0
24650,Public,60,65,75,60,65,0,0,0
536733,Public,0,0,0,0,10,225,235,220
550620,Public,25,20,20,30,35,60,65,60
551040,Public,80,80,80,85,75,0,0,0
551422,Public,0,0,0,0,0,175,155,150
619299,Public,0,0,0,0,0,0,85,90
552259,Public,0,0,0,0,0,300,305,355
552399,Public,25,35,30,35,35,0,0,0
168221,Public,45,60,65,65,70,65,55,80
552887,Public,65,65,65,75,75,0,0,0
557234,Public,0,0,0,0,0,325,320,325
6005,Public,55,60,60,50,80,55,50,55
561037,Public,55,55,65,90,85,75,80,80
561045,Public,35,35,35,50,40,0,0,0
67723,Public,110,125,95,115,90,100,75,80
578835,Public,105,115,125,115,105,0,0,0
107284,Public,105,85,90,100,80,90,100,110
598720,Public,35,30,45,35,40,0,0,0
600091,Public,45,45,55,35,55,0,0,0
229647,Public,65,55,70,55,65,45,45,55
604780,Public,70,75,95,70,85,0,0,0
605093,Public,95,85,85,75,80,0,0,0
505790,Public,0,0,0,0,0,155,140,145
614238,Public,0,0,0,0,0,240,245,275
618063,Public,30,30,35,30,35,0,0,0
619981,Public,95,85,105,110,105,0,0,0
439738,Protestant Separate,50,40,35,30,25,25,30,30
706299,Catholic,50,75,45,60,60,65,55,70
737970,Catholic,85,70,65,70,85,90,80,70
721344,Catholic,20,20,25,25,15,20,30,25
731358,Catholic,15,25,15,25,10,20,20,10
730688,Catholic,30,40,40,50,45,55,50,50
832146,Catholic,10,15,15,20,15,25,20,30
767751,Catholic,20,20,20,25,25,25,15,25
771783,Catholic,55,65,50,50,65,60,60,50
774383,Catholic,25,35,40,30,40,40,45,40
781304,Catholic,55,75,65,75,50,65,60,80
786667,Catholic,40,35,45,40,35,35,40,40
788147,Catholic,65,65,90,60,85,90,65,80
850977,Catholic,45,45,45,60,50,60,65,60
804932,Catholic,35,25,30,30,25,35,20,25
751383,Catholic,20,25,20,25,30,20,30,25
741620,Catholic,20,15,15,15,25,30,20,30
704318,Catholic,20,20,25,25,25,25,25,25
809535,Catholic,70,55,45,55,45,50,45,55
705870,Catholic,20,20,20,15,20,15,20,15
706000,Catholic,50,35,50,40,35,40,35,35
830020,Catholic,10,15,10,10,15,15,10,10
828858,Catholic,20,30,25,30,25,25,25,25
825654,Catholic,20,25,25,25,30,35,20,30
829242,Catholic,25,20,20,10,20,15,20,15
733253,Catholic,40,35,35,45,35,50,35,45
840165,Catholic,25,25,20,25,25,25,25,25
843024,Catholic,20,30,35,35,30,40,30,40
842893,Catholic,20,10,25,20,25,20,25,10
841498,Catholic,35,30,35,30,30,25,30,25
851477,Catholic,30,30,35,30,40,30,30,35
714123,Catholic,0,0,10,0,10,0,0,0
185930,Public,20,25,30,25,20,25,40,30
2283,Public,25,30,20,20,35,25,0,0
9563,Public,45,30,25,25,35,30,25,20
11550,Public,25,40,35,25,35,40,45,40
11525,Public,0,0,0,0,0,10,10,10
26590,Public,10,10,10,10,15,10,15,15
73393,Public,15,20,10,15,20,10,20,15
84310,Public,0,0,0,40,30,55,0,0
85618,Public,15,20,20,20,30,25,25,20
101478,Public,20,15,20,15,20,15,15,20
105627,Public,40,40,35,40,35,40,50,55
107719,Public,25,35,30,40,30,35,0,0
494578,Public,0,0,0,0,0,0,55,75
122920,Public,20,15,25,25,20,15,25,15
131008,Public,35,45,40,40,25,45,0,0
4502,Public,20,25,15,0,0,0,0,0
672785,Public,10,10,10,10,10,10,10,30
308439,Public,25,20,25,30,30,25,45,40
145807,Public,15,10,15,10,10,10,0,0
359529,Public,0,0,0,0,0,0,125,135
311944,Public,20,10,10,10,10,10,15,15
314676,Public,35,30,45,30,35,30,30,25
116646,Public,0,0,0,0,0,0,75,75
53221,Public,0,0,0,0,0,0,75,80
328197,Public,70,55,70,50,70,80,65,90
237582,Public,10,15,20,15,20,20,15,20
125261,Public,10,10,10,10,10,10,10,10
410918,Public,45,60,60,35,60,55,50,50
456632,Public,50,40,45,40,45,45,45,60
464309,Public,20,15,25,25,25,25,0,0
468070,Public,80,90,90,100,65,60,0,0
136964,Public,10,15,15,15,15,10,10,15
612966,Public,10,10,10,10,10,10,10,10
479403,Public,30,50,35,50,60,45,0,0
496154,Public,10,20,10,15,10,15,10,10
569992,Public,75,50,55,55,50,50,50,75
314935,Public,45,60,55,65,60,55,0,0
602558,Public,25,20,20,0,0,0,0,0
343404,Public,0,0,0,0,0,0,10,30
97209,Public,15,15,15,10,10,15,20,15
141518,Public,25,30,30,20,30,25,35,30
596092,Public,0,0,0,0,0,0,85,85
280747,Public,35,25,20,25,35,30,0,0
350818,Public,10,10,10,10,10,10,10,10
366285,Public,10,10,10,10,10,15,10,10
383058,Public,10,0,10,10,10,10,0,10
500445,Public,20,20,15,20,20,20,0,0
9954,Public,10,15,10,10,15,10,10,15
487830,Public,40,45,45,40,40,40,0,0
540005,Public,10,10,15,15,10,10,10,15
689343,Catholic,0,0,0,0,0,0,0,160
695211,Catholic,10,15,10,10,15,10,15,0
752410,Catholic,10,10,10,10,10,10,10,10
717185,Catholic,15,15,15,10,15,10,10,0
742147,Catholic,25,25,30,30,25,35,30,0
744654,Catholic,10,10,10,10,10,10,10,0
745910,Catholic,50,35,45,45,35,35,30,0
748129,Catholic,35,30,30,35,25,25,25,0
769185,Catholic,10,15,15,10,10,15,15,10
774251,Catholic,10,10,10,15,10,15,10,10
753580,Catholic,45,30,35,35,40,30,30,0
798568,Catholic,15,15,10,15,10,10,15,15
802980,Catholic,20,25,20,15,15,20,15,20
806382,Catholic,10,10,10,10,10,10,10,10
806234,Catholic,30,45,45,30,30,40,70,50
829501,Catholic,20,20,20,25,20,25,30,15
835226,Catholic,10,10,10,10,10,15,15,10
856410,Catholic,30,25,30,30,40,35,30,0
724076,Catholic,40,35,35,35,35,30,0,0
854186,Catholic,0,0,0,0,0,0,0,100
724082,Catholic,10,10,10,10,10,10,10,10
18830,Public,20,20,20,25,20,30,25,25
2305,Public,15,15,15,10,10,15,0,0
37648,Public,25,30,15,25,15,15,25,20
93157,Public,30,15,30,25,25,30,0,0
100757,Public,60,50,55,55,40,45,40,40
113956,Public,40,45,35,25,50,45,35,35
167380,Public,35,35,40,45,40,40,35,35
253472,Public,55,55,50,50,30,30,25,30
256307,Public,40,30,40,35,35,55,55,45
291790,Public,15,15,10,10,15,10,10,15
291404,Public,45,55,40,45,40,45,45,35
355224,Public,25,25,30,20,25,30,25,30
469114,Public,10,15,10,10,15,10,10,10
444677,Public,20,10,15,10,10,20,20,20
462489,Public,30,25,30,15,20,30,0,0
581336,Public,15,15,15,25,20,20,35,25
193735,Public,0,0,0,0,0,0,75,60
11770,Public,30,35,35,45,45,45,40,35
32700,Public,10,10,10,10,10,10,15,10
123885,Public,75,75,80,75,80,75,80,80
90557,Public,45,60,55,50,50,60,40,45
605492,Public,10,10,10,10,10,10,10,10
2933,Public,20,25,20,20,15,25,20,25
3131,Public,35,35,50,35,75,90,90,70
277495,Public,70,90,70,70,85,80,70,80
11584,Public,35,40,50,55,55,55,60,75
12971,Public,45,45,35,35,40,30,30,35
186666,Public,40,55,40,40,80,80,80,75
305731,Public,35,30,40,25,45,50,35,45
186236,Public,90,70,80,70,80,70,70,75
505808,Public,60,60,45,70,85,110,85,90
314617,Public,35,30,30,40,40,35,30,35
34762,Public,30,40,25,20,30,35,30,30
37125,Public,35,40,40,45,20,45,45,35
32298,Public,50,85,60,65,60,60,75,55
28130,Public,60,80,70,70,55,70,50,70
60445,Public,10,10,15,20,20,15,25,20
80268,Public,60,75,65,65,40,40,35,40
456756,Public,85,105,90,90,100,90,80,85
111465,Public,40,50,45,40,50,60,0,0
114472,Public,20,30,15,30,35,35,35,35
116815,Public,50,45,45,55,50,45,40,45
383708,Public,20,20,20,20,20,25,30,25
185973,Public,45,45,50,65,75,60,75,70
125482,Public,20,25,25,20,30,20,40,25
130893,Public,40,40,35,40,35,35,25,30
160172,Public,25,35,30,35,20,20,25,30
402811,Public,0,0,0,0,0,0,80,70
181323,Public,40,45,30,50,35,35,45,40
181757,Public,80,95,75,70,45,40,45,40
195812,Public,95,85,75,90,45,50,45,55
384550,Public,90,90,95,105,85,90,95,85
201464,Public,65,75,70,65,55,60,70,70
73065,Public,45,50,55,70,40,55,50,55
221740,Public,80,75,65,70,55,60,75,65
233480,Public,70,60,60,55,50,50,40,60
244996,Public,65,65,65,70,35,45,55,25
485183,Public,70,70,60,75,80,70,70,65
257346,Public,60,70,65,65,35,40,40,30
595047,Public,20,30,20,10,20,20,25,20
263079,Public,55,55,60,55,60,65,60,70
595861,Public,25,20,20,20,20,25,15,20
273988,Public,30,35,30,40,45,75,80,75
274542,Public,55,60,50,45,50,70,0,0
