School Number,Year,School Type,School Level,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
282260,2021-2022,Public,Elementary,55,50,50,55,45,50,0,0,0,0,0,0
156183,2021-2022,Public,Elementary,0,0,0,0,0,0,115,120,0,0,0,0
165395,2021-2022,Public,Elementary,20,25,20,20,15,35,0,0,0,0,0,0
156256,2021-2022,Public,Elementary,35,55,40,45,25,60,0,0,0,0,0,0
419354,2021-2022,Public,Elementary,15,20,10,15,20,10,10,10,0,0,0,0
165450,2021-2022,Public,Elementary,20,20,35,15,15,10,0,0,0,0,0,0
302481,2021-2022,Public,Elementary,15,20,15,10,15,15,0,0,0,0,0,0
19735,2021-2022,Public,Elementary,60,75,65,80,45,50,0,0,0,0,0,0
191313,2021-2022,Public,Elementary,50,50,60,30,20,40,0,0,0,0,0,0
32247,2021-2022,Public,Elementary,20,40,35,35,40,50,0,0,0,0,0,0
165000,2021-2022,Public,Elementary,20,25,20,20,65,15,15,10,0,0,0,0
309192,2021-2022,Public,Elementary,30,25,20,75,35,30,0,0,0,0,0,0
442869,2021-2022,Public,Elementary,0,0,0,0,0,0,35,30,0,0,0,0
539105,2021-2022,Public,Elementary,50,40,35,35,35,30,0,0,0,0,0,0
311090,2021-2022,Public,Elementary,15,25,10,25,20,20,0,0,0,0,0,0
480785,2021-2022,Public,Elementary,10,25,20,20,15,10,0,0,0,0,0,0
10340,2021-2022,Public,Elementary,40,30,30,35,30,40,0,0,0,0,0,0
328910,2021-2022,Public,Elementary,15,25,10,25,20,10,0,0,0,0,0,0
157909,2021-2022,Public,Elementary,20,25,30,10,10,10,0,0,0,0,0,0
232544,2021-2022,Public,Elementary,0,0,0,0,0,0,25,20,0,0,0,0
164941,2021-2022,Public,Elementary,20,20,15,10,15,15,0,0,0,0,0,0
619655,2021-2022,Public,Elementary,15,15,15,10,15,10,0,0,0,0,0,0
42108,2021-2022,Public,Elementary,20,15,30,20,25,10,0,0,0,0,0,0
165484,2021-2022,Public,Elementary,40,50,30,30,25,25,0,0,0,0,0,0
165476,2021-2022,Public,Elementary,40,35,55,50,40,35,0,0,0,0,0,0
165425,2021-2022,Public,Elementary,35,30,25,25,25,35,0,0,0,0,0,0
412543,2021-2022,Public,Elementary,0,0,0,0,0,0,55,55,0,0,0,0
298133,2021-2022,Public,Elementary,35,45,40,70,40,40,0,0,0,0,0,0
530476,2021-2022,Public,Elementary,25,25,30,25,30,15,0,0,0,0,0,0
588462,2021-2022,Public,Elementary,0,0,0,0,0,0,85,80,0,0,0,0
37753,2021-2022,Public,Elementary,10,15,10,10,10,10,0,0,0,0,0,0
298572,2021-2022,Public,Elementary,0,0,0,0,0,0,50,35,0,0,0,0
629646,2021-2022,Public,Elementary,15,20,20,20,25,15,15,10,0,0,0,0
426502,2021-2022,Public,Elementary,25,30,20,20,25,15,0,0,0,0,0,0
186910,2021-2022,Public,Elementary,0,0,0,0,0,0,70,55,0,0,0,0
705128,2021-2022,Catholic,Elementary,0,0,0,0,0,0,70,60,0,0,0,0
766928,2021-2022,Catholic,Elementary,0,0,0,0,0,0,65,75,0,0,0,0
705497,2021-2022,Catholic,Elementary,0,0,0,0,0,0,75,85,0,0,0,0
849732,2021-2022,Catholic,Elementary,0,0,0,0,0,0,75,80,0,0,0,0
750468,2021-2022,Catholic,Elementary,0,0,0,0,0,0,110,145,0,0,0,0
739984,2021-2022,Catholic,Elementary,0,0,0,0,0,0,120,110,0,0,0,0
704997,2021-2022,Catholic,Elementary,0,0,0,0,0,0,155,130,0,0,0,0
735092,2021-2022,Catholic,Elementary,0,0,0,0,0,0,95,105,0,0,0,0
781231,2021-2022,Catholic,Elementary,0,0,0,0,0,0,35,45,0,0,0,0
772491,2021-2022,Catholic,Elementary,0,0,0,0,0,0,165,220,0,0,0,0
839486,2021-2022,Catholic,Elementary,0,0,0,0,0,0,110,115,0,0,0,0
683922,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,75,55,65,60
780213,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,10,10,10
733458,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,30,50,45,45
740390,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,70,50,80,65
854087,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,10,10,10
846041,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,65,55,45,50
751073,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,115,90,125,95
705357,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,145,155,120,110
706477,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,120,125,110,80
691950,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,95,45,55,65
782017,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,110,90,120,100
790001,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,140,155,130,115
865368,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,105,95,95,75
789369,2021-2022,Catholic,Elementary,35,25,50,40,40,25,0,0,0,0,0,0
694100,2021-2022,Catholic,Elementary,35,35,35,35,35,35,0,0,0,0,0,0
699764,2021-2022,Catholic,Elementary,40,35,30,35,35,45,0,0,0,0,0,0
707910,2021-2022,Catholic,Elementary,40,30,50,45,45,45,0,0,0,0,0,0
707970,2021-2022,Catholic,Elementary,60,50,65,50,60,45,0,0,0,0,0,0
722510,2021-2022,Catholic,Elementary,20,15,15,15,15,15,15,10,0,0,0,0
837115,2021-2022,Catholic,Elementary,25,25,30,20,15,15,0,0,0,0,0,0
689705,2021-2022,Catholic,Elementary,30,40,25,35,40,25,0,0,0,0,0,0
795917,2021-2022,Catholic,Elementary,30,30,35,30,35,30,0,0,0,0,0,0
705411,2021-2022,Catholic,Elementary,25,20,20,15,15,20,0,0,0,0,0,0
751842,2021-2022,Catholic,Elementary,0,0,0,60,60,80,0,0,0,0,0,0
857072,2021-2022,Catholic,Elementary,40,55,50,0,0,0,0,0,0,0,0,0
733555,2021-2022,Catholic,Elementary,20,30,25,30,25,35,30,20,0,0,0,0
690007,2021-2022,Catholic,Elementary,55,60,45,50,55,55,25,10,0,0,0,0
729949,2021-2022,Catholic,Elementary,30,30,20,30,20,25,0,0,0,0,0,0
737330,2021-2022,Catholic,Elementary,20,15,25,30,15,30,10,10,0,0,0,0
732080,2021-2022,Catholic,Elementary,25,25,35,20,20,30,0,0,0,0,0,0
828752,2021-2022,Catholic,Elementary,15,15,20,20,10,10,10,15,0,0,0,0
738166,2021-2022,Catholic,Elementary,20,30,30,35,30,40,0,0,0,0,0,0
738190,2021-2022,Catholic,Elementary,10,20,15,15,15,15,15,10,0,0,0,0
773943,2021-2022,Catholic,Elementary,30,15,35,35,20,25,30,35,0,0,0,0
705330,2021-2022,Catholic,Elementary,20,25,25,25,35,20,0,0,0,0,0,0
774642,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
815640,2021-2022,Catholic,Elementary,15,10,15,15,15,20,15,10,0,0,0,0
802662,2021-2022,Catholic,Elementary,25,25,15,20,35,25,0,0,0,0,0,0
800490,2021-2022,Catholic,Elementary,20,35,35,40,35,30,0,0,0,0,0,0
788438,2021-2022,Catholic,Elementary,30,30,20,20,35,30,0,0,0,0,0,0
798223,2021-2022,Catholic,Elementary,20,20,15,20,15,20,0,0,0,0,0,0
810398,2021-2022,Catholic,Elementary,20,10,10,15,10,10,10,20,0,0,0,0
819026,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
841308,2021-2022,Catholic,Elementary,25,30,25,20,30,20,0,0,0,0,0,0
694632,2021-2022,Catholic,Elementary,20,10,15,10,25,15,0,0,0,0,0,0
837180,2021-2022,Catholic,Elementary,35,20,45,40,30,45,0,0,0,0,0,0
845744,2021-2022,Catholic,Elementary,20,20,15,15,20,20,0,0,0,0,0,0
842524,2021-2022,Catholic,Elementary,25,20,30,20,20,25,0,0,0,0,0,0
848808,2021-2022,Catholic,Elementary,30,25,50,30,35,25,0,0,0,0,0,0
779909,2021-2022,Catholic,Elementary,30,25,30,30,25,25,0,0,0,0,0,0
861529,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
690740,2021-2022,Catholic,Elementary,35,40,30,40,30,45,0,0,0,0,0,0
862525,2021-2022,Catholic,Elementary,20,35,15,45,30,25,0,0,0,0,0,0
730211,2021-2022,Catholic,Elementary,20,20,15,25,20,20,10,10,0,0,0,0
822671,2021-2022,Catholic,Elementary,25,25,20,30,30,20,0,0,0,0,0,0
838632,2021-2022,Catholic,Elementary,15,10,15,10,10,10,10,10,0,0,0,0
773557,2021-2022,Catholic,Elementary,50,45,40,45,50,35,0,0,0,0,0,0
822000,2021-2022,Catholic,Elementary,50,40,50,50,55,50,0,0,0,0,0,0
725714,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,0,0,0,0,0
758965,2021-2022,Catholic,Elementary,20,10,20,15,10,15,0,0,0,0,0,0
760021,2021-2022,Catholic,Elementary,0,0,0,0,0,0,0,0,0,0,0,0
861391,2021-2022,Catholic,Elementary,15,15,10,10,15,10,10,0,0,0,0,0
755532,2021-2022,Catholic,Elementary,10,25,20,20,20,20,0,0,0,0,0,0
727270,2021-2022,Catholic,Elementary,20,20,25,20,25,25,25,30,0,0,0,0
955622,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,35
45253,2021-2022,Public,Elementary,10,0,10,0,0,0,10,10,0,0,0,0
342432,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
568961,2021-2022,Public,Elementary,30,20,30,25,35,20,0,0,0,0,0,0
332100,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
460338,2021-2022,Public,Elementary,10,10,10,15,10,10,0,0,0,0,0,0
242853,2021-2022,Public,Elementary,0,0,0,0,0,0,30,35,0,0,0,0
157325,2021-2022,Public,Elementary,35,40,35,45,35,30,0,0,0,0,0,0
408735,2021-2022,Public,Elementary,40,40,40,35,40,40,0,0,0,0,0,0
282898,2021-2022,Public,Elementary,25,10,20,15,10,10,0,0,0,0,0,0
327425,2021-2022,Public,Elementary,0,0,0,0,0,0,100,80,0,0,0,0
164909,2021-2022,Public,Elementary,15,25,15,10,15,10,10,15,0,0,0,0
174882,2021-2022,Public,Elementary,15,20,15,20,30,30,30,30,0,0,0,0
138720,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
164925,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
25977,2021-2022,Public,Elementary,10,0,10,0,10,10,10,0,0,0,0,0
539197,2021-2022,Public,Elementary,15,10,15,10,15,10,10,0,0,0,0,0
912573,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,15,10,10
924792,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,10
907448,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,35,45,30,20
907570,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,115,80,70,110
965570,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,10
911100,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,15
890817,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,15,10,10
67321,2021-2022,Public,Elementary,40,45,45,50,50,55,0,0,0,0,0,0
199737,2021-2022,Public,Elementary,40,40,30,30,20,15,40,30,0,0,0,0
165182,2021-2022,Public,Elementary,25,30,30,20,30,20,25,20,0,0,0,0
314242,2021-2022,Public,Elementary,35,30,25,40,30,25,0,0,0,0,0,0
469165,2021-2022,Public,Elementary,0,0,0,0,0,0,20,20,0,0,0,0
156230,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
902306,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,10,10
966753,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,10
922870,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,20,20,20,25
918296,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,15,10,15
919055,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,20,20,20,15
946117,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,30,30,20,25
909335,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,15,10,10,10
922874,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,0,0,0
574724,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
126258,2021-2022,Public,Elementary,0,0,0,0,0,0,15,25,0,0,0,0
111532,2021-2022,Public,Elementary,15,15,10,15,15,20,15,15,0,0,0,0
544636,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
260926,2021-2022,Public,Elementary,10,15,15,10,15,10,10,10,0,0,0,0
848662,2021-2022,Catholic,Elementary,20,20,15,25,10,15,0,0,0,0,0,0
685011,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,115,105,100,110
697605,2021-2022,Catholic,Elementary,0,0,0,0,0,0,90,95,0,0,0,0
710660,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,65,80,65,85
710504,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,15,10,10,10
689730,2021-2022,Catholic,Elementary,0,0,0,0,0,0,10,10,0,0,0,0
701580,2021-2022,Catholic,Elementary,10,10,10,10,10,10,0,10,0,0,0,0
753068,2021-2022,Catholic,Elementary,10,20,25,20,30,25,15,20,0,0,0,0
728101,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
730440,2021-2022,Catholic,Elementary,10,10,0,10,0,0,0,0,0,0,0,0
854590,2021-2022,Catholic,Elementary,30,25,35,30,25,25,20,20,0,0,0,0
858366,2021-2022,Catholic,Elementary,15,10,20,10,15,20,0,0,0,0,0,0
860441,2021-2022,Catholic,Elementary,10,10,10,10,10,10,0,0,0,0,0,0
730335,2021-2022,Catholic,Elementary,20,15,30,20,20,25,30,15,0,0,0,0
781255,2021-2022,Catholic,Elementary,20,20,30,25,30,30,20,20,0,0,0,0
712592,2021-2022,Catholic,Elementary,35,30,30,30,35,40,0,0,0,0,0,0
718815,2021-2022,Catholic,Elementary,0,0,0,0,0,0,60,60,0,0,0,0
804392,2021-2022,Catholic,Elementary,0,0,0,0,0,0,155,140,0,0,0,0
733228,2021-2022,Catholic,Elementary,0,0,0,0,0,0,130,105,0,0,0,0
770396,2021-2022,Catholic,Elementary,0,0,0,0,0,0,80,90,0,0,0,0
767894,2021-2022,Catholic,Elementary,0,0,0,0,0,0,65,75,0,0,0,0
728807,2021-2022,Catholic,Elementary,0,0,0,0,0,0,160,165,0,0,0,0
723592,2021-2022,Catholic,Elementary,0,0,0,0,0,0,115,105,0,0,0,0
704920,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,120,110,105,115
728330,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,135,140,135,105
725684,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,115,110,70,95
752908,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,70,60,60,60
695050,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,155,125,140,140
752720,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,70,55,60,70
713740,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,80,75,70,95
705225,2021-2022,Catholic,Elementary,20,15,30,30,25,30,0,0,0,0,0,0
698202,2021-2022,Catholic,Elementary,10,10,10,10,10,10,0,0,0,0,0,0
753297,2021-2022,Catholic,Elementary,25,15,20,30,30,30,0,0,0,0,0,0
754102,2021-2022,Catholic,Elementary,55,85,60,75,85,70,0,0,0,0,0,0
725668,2021-2022,Catholic,Elementary,20,15,25,15,15,10,0,0,0,0,0,0
861367,2021-2022,Catholic,Elementary,45,50,50,45,35,50,0,0,0,0,0,0
737208,2021-2022,Catholic,Elementary,35,25,40,35,40,45,0,0,0,0,0,0
707465,2021-2022,Catholic,Elementary,20,25,15,15,10,10,0,0,0,0,0,0
750034,2021-2022,Catholic,Elementary,15,20,20,30,20,55,0,0,0,0,0,0
698075,2021-2022,Catholic,Elementary,25,25,30,20,15,20,0,0,0,0,0,0
766321,2021-2022,Catholic,Elementary,15,10,10,10,10,10,0,0,0,0,0,0
795186,2021-2022,Catholic,Elementary,25,15,15,10,25,20,0,0,0,0,0,0
798304,2021-2022,Catholic,Elementary,20,20,15,15,20,20,0,0,0,0,0,0
799998,2021-2022,Catholic,Elementary,20,30,35,30,25,30,0,0,0,0,0,0
753840,2021-2022,Catholic,Elementary,40,30,40,35,35,40,0,0,0,0,0,0
813257,2021-2022,Catholic,Elementary,25,25,30,25,25,25,0,0,0,0,0,0
697680,2021-2022,Catholic,Elementary,25,30,25,20,25,25,0,0,0,0,0,0
841595,2021-2022,Catholic,Elementary,25,15,15,30,20,20,0,0,0,0,0,0
857327,2021-2022,Catholic,Elementary,50,65,40,50,45,35,0,0,0,0,0,0
857459,2021-2022,Catholic,Elementary,25,25,30,35,35,25,0,0,0,0,0,0
697940,2021-2022,Catholic,Elementary,25,35,25,20,25,30,0,0,0,0,0,0
699373,2021-2022,Catholic,Elementary,35,30,25,20,30,30,0,0,0,0,0,0
863696,2021-2022,Catholic,Elementary,75,85,75,85,75,80,0,0,0,0,0,0
840947,2021-2022,Catholic,Elementary,70,60,70,45,65,50,0,0,0,0,0,0
860443,2021-2022,Catholic,Elementary,30,45,25,15,15,20,0,0,0,0,0,0
740225,2021-2022,Catholic,Elementary,10,0,10,0,10,0,0,10,0,0,0,0
722421,2021-2022,Catholic,Elementary,0,10,10,10,10,10,10,0,0,0,0,0
738417,2021-2022,Catholic,Elementary,15,10,10,10,10,10,10,10,0,0,0,0
808440,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
787779,2021-2022,Catholic,Elementary,35,35,30,45,30,40,0,0,0,0,0,0
821950,2021-2022,Catholic,Elementary,0,10,10,10,10,10,10,10,0,0,0,0
773778,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,0,0,0,0,0
860515,2021-2022,Catholic,Elementary,0,0,0,0,0,0,40,45,0,0,0,0
705708,2021-2022,Catholic,Elementary,0,10,10,0,10,10,0,10,0,0,0,0
805076,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
701718,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,35,40,35,25
686638,2021-2022,Catholic,Elementary,25,25,20,30,25,25,0,0,0,0,0,0
686760,2021-2022,Catholic,Elementary,0,0,0,40,65,50,40,65,0,0,0,0
687677,2021-2022,Catholic,Elementary,25,15,20,15,20,15,10,15,0,0,0,0
687936,2021-2022,Catholic,Elementary,20,15,20,15,20,25,0,0,0,0,0,0
815377,2021-2022,Catholic,Elementary,0,0,0,0,0,0,40,55,0,0,0,0
685186,2021-2022,Catholic,Elementary,25,40,25,40,35,35,0,0,0,0,0,0
707996,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
723290,2021-2022,Catholic,Elementary,25,25,20,20,25,15,0,0,0,0,0,0
723169,2021-2022,Catholic,Elementary,35,25,35,30,0,0,0,0,0,0,0,0
805580,2021-2022,Catholic,Elementary,0,0,0,0,0,0,0,0,0,0,0,0
740322,2021-2022,Catholic,Elementary,10,10,0,0,10,0,10,10,0,0,0,0
736422,2021-2022,Catholic,Elementary,10,10,10,0,10,10,10,10,0,0,0,0
724157,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,25,20,20,30
807796,2021-2022,Catholic,Elementary,25,30,30,25,30,20,30,15,0,0,0,0
798401,2021-2022,Catholic,Elementary,15,25,30,30,0,0,0,0,0,0,0,0
705322,2021-2022,Catholic,Elementary,0,0,0,0,30,30,125,105,0,0,0,0
835358,2021-2022,Catholic,Elementary,45,35,40,40,40,40,0,0,0,0,0,0
785466,2021-2022,Catholic,Elementary,15,10,10,10,10,15,10,10,0,0,0,0
836152,2021-2022,Catholic,Elementary,0,0,0,0,0,0,55,40,0,0,0,0
853291,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
787124,2021-2022,Catholic,Elementary,50,55,50,0,0,0,0,0,0,0,0,0
793108,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,0,0,0,0,0
794708,2021-2022,Catholic,Elementary,15,20,20,30,15,10,0,0,0,0,0,0
815985,2021-2022,Catholic,Elementary,25,15,25,20,15,15,0,0,0,0,0,0
707309,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
819107,2021-2022,Catholic,Elementary,0,0,0,0,30,40,60,40,0,0,0,0
860310,2021-2022,Catholic,Elementary,10,10,10,10,0,0,0,0,0,0,0,0
863823,2021-2022,Catholic,Elementary,15,10,20,10,10,10,10,15,0,0,0,0
862752,2021-2022,Catholic,Elementary,0,0,0,0,0,0,15,20,0,0,0,0
698725,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,50,45,55,75
835005,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,10,10,10
711110,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,60,55,60,60
686085,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,10,10,15
822507,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,65,80,45,80
864650,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,175,170,160,175
705020,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,15,10,15
754190,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
855949,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,20,25,25,15
767978,2021-2022,Catholic,Elementary,0,0,0,0,0,0,25,30,0,0,0,0
705276,2021-2022,Catholic,Elementary,0,0,0,0,0,0,210,235,0,0,0,0
752550,2021-2022,Catholic,Elementary,0,0,0,0,0,0,265,255,0,0,0,0
750107,2021-2022,Catholic,Elementary,0,0,0,0,0,0,155,175,0,0,0,0
752576,2021-2022,Catholic,Elementary,0,0,0,0,0,0,215,195,0,0,0,0
696030,2021-2022,Catholic,Elementary,0,0,0,0,0,0,65,45,0,0,0,0
705241,2021-2022,Catholic,Elementary,0,0,0,0,0,0,60,50,0,0,0,0
752899,2021-2022,Catholic,Elementary,0,0,0,0,0,0,210,195,0,0,0,0
685986,2021-2022,Catholic,Elementary,0,0,0,0,0,0,240,215,0,0,0,0
718973,2021-2022,Catholic,Elementary,0,0,0,0,0,0,235,255,0,0,0,0
751120,2021-2022,Catholic,Elementary,0,0,0,0,0,0,185,200,0,0,0,0
705314,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,205,245,225,225
694827,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,135,140,125,125
695955,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,180,165,175,200
705233,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,265,265,225,250
710903,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,200,165,170,185
696021,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,55,40,35,45
750085,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,35,45,50,35
846435,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,180,175,140,125
804005,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,15,10,10,10
758231,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,230,185,180,160
832670,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,215,205,185,200
705373,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,20,25,25,20
735632,2021-2022,Catholic,Elementary,25,25,25,25,25,30,0,0,0,0,0,0
731385,2021-2022,Catholic,Elementary,50,50,70,60,70,70,0,0,0,0,0,0
705047,2021-2022,Catholic,Elementary,45,50,60,60,50,65,0,0,0,0,0,0
866248,2021-2022,Catholic,Elementary,25,20,20,10,15,10,0,0,0,0,0,0
769765,2021-2022,Catholic,Elementary,55,50,60,55,55,60,0,0,0,0,0,0
705390,2021-2022,Catholic,Elementary,45,55,60,60,75,70,0,0,0,0,0,0
741671,2021-2022,Catholic,Elementary,45,45,30,35,40,45,0,0,0,0,0,0
764264,2021-2022,Catholic,Elementary,20,20,20,10,25,15,0,0,0,0,0,0
703168,2021-2022,Catholic,Elementary,70,55,60,55,45,65,0,0,0,0,0,0
705055,2021-2022,Catholic,Elementary,65,55,60,70,55,55,0,0,0,0,0,0
864730,2021-2022,Catholic,Elementary,35,45,45,45,40,50,0,0,0,0,0,0
701688,2021-2022,Catholic,Elementary,25,30,40,35,35,30,0,0,0,0,0,0
722901,2021-2022,Catholic,Elementary,35,35,30,30,30,25,0,0,0,0,0,0
705136,2021-2022,Catholic,Elementary,30,30,30,50,30,45,0,0,0,0,0,0
696005,2021-2022,Catholic,Elementary,80,65,50,85,75,60,0,0,0,0,0,0
744957,2021-2022,Catholic,Elementary,35,25,35,45,50,25,0,0,0,0,0,0
701670,2021-2022,Catholic,Elementary,30,25,20,20,20,10,10,10,0,0,0,0
865648,2021-2022,Catholic,Elementary,45,35,50,40,45,50,0,0,0,0,0,0
725536,2021-2022,Catholic,Elementary,65,50,60,55,60,60,0,0,0,0,0,0
734314,2021-2022,Catholic,Elementary,30,60,45,60,55,55,0,0,0,0,0,0
753157,2021-2022,Catholic,Elementary,30,35,25,35,35,30,0,0,0,0,0,0
705420,2021-2022,Catholic,Elementary,45,40,30,35,35,40,0,0,0,0,0,0
732397,2021-2022,Catholic,Elementary,80,65,60,70,70,60,0,0,0,0,0,0
761251,2021-2022,Catholic,Elementary,20,20,20,25,10,15,10,10,0,0,0,0
735920,2021-2022,Catholic,Elementary,60,65,55,60,50,55,0,0,0,0,0,0
796656,2021-2022,Catholic,Elementary,55,60,60,65,60,65,0,0,0,0,0,0
688762,2021-2022,Catholic,Elementary,35,45,45,50,40,50,0,0,0,0,0,0
705365,2021-2022,Catholic,Elementary,30,20,35,30,25,45,0,0,0,0,0,0
753203,2021-2022,Catholic,Elementary,45,30,30,25,20,15,0,0,0,0,0,0
793027,2021-2022,Catholic,Elementary,45,30,50,30,55,30,0,0,0,0,0,0
701971,2021-2022,Catholic,Elementary,25,20,25,30,25,25,10,10,0,0,0,0
156159,2021-2022,Catholic,Elementary,50,60,60,50,55,60,0,0,0,0,0,0
703095,2021-2022,Catholic,Elementary,40,30,40,40,40,60,0,0,0,0,0,0
752625,2021-2022,Catholic,Elementary,40,70,45,60,50,60,0,0,0,0,0,0
860573,2021-2022,Catholic,Elementary,25,30,20,25,20,25,0,0,0,0,0,0
709387,2021-2022,Catholic,Elementary,45,45,55,40,55,45,0,0,0,0,0,0
861871,2021-2022,Catholic,Elementary,75,70,85,60,70,85,0,0,0,0,0,0
733402,2021-2022,Catholic,Elementary,45,50,60,70,65,50,0,0,0,0,0,0
730980,2021-2022,Catholic,Elementary,15,10,10,15,10,10,0,0,0,0,0,0
709646,2021-2022,Catholic,Elementary,20,25,25,35,25,25,0,0,0,0,0,0
740845,2021-2022,Catholic,Elementary,15,10,15,15,15,20,10,10,0,0,0,0
861480,2021-2022,Catholic,Elementary,60,65,65,65,70,75,0,0,0,0,0,0
703753,2021-2022,Catholic,Elementary,60,65,65,60,50,45,0,0,0,0,0,0
725633,2021-2022,Catholic,Elementary,55,55,55,55,40,40,0,0,0,0,0,0
786634,2021-2022,Catholic,Elementary,50,60,45,35,40,40,0,0,0,0,0,0
