School Number,Year,School Type,School Level,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,Total Enrolment
561045,2020-2021,Public,Elementary,35,35,45,35,40,0,0,0,0,0,0,0,190
918440,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,400,395,380,420,1595
578835,2020-2021,Public,Elementary,105,130,115,110,135,0,0,0,0,0,0,0,595
107284,2020-2021,Public,Elementary,90,100,105,80,90,100,115,80,0,0,0,0,760
951404,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,105,105,95,210,515
598720,2020-2021,Public,Elementary,25,50,30,45,35,0,0,0,0,0,0,0,185
600091,2020-2021,Public,Elementary,45,55,40,55,45,0,0,0,0,0,0,0,240
229647,2020-2021,Public,Elementary,50,65,45,50,35,45,50,30,0,0,0,0,370
604780,2020-2021,Public,Elementary,85,100,70,95,105,0,0,0,0,0,0,0,455
605093,2020-2021,Public,Elementary,90,90,80,90,80,0,0,0,0,0,0,0,430
505790,2020-2021,Public,Elementary,0,0,0,0,0,140,150,170,0,0,0,0,460
614238,2020-2021,Public,Elementary,0,0,0,0,0,245,255,265,0,0,0,0,765
618063,2020-2021,Public,Elementary,30,35,35,35,45,0,0,0,0,0,0,0,180
619981,2020-2021,Public,Elementary,85,105,120,105,100,0,0,0,0,0,0,0,515
439738,2020-2021,Protestant Separate,Elementary,40,35,35,30,25,35,30,30,0,0,0,0,260
706299,2020-2021,Catholic,Elementary,75,45,50,60,55,50,65,50,0,0,0,0,450
704261,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,170,175,170,180,695
737970,2020-2021,Catholic,Elementary,65,60,65,85,80,85,65,80,0,0,0,0,585
720240,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,165,135,165,165,630
721344,2020-2021,Catholic,Elementary,15,25,25,15,20,25,30,30,0,0,0,0,185
731358,2020-2021,Catholic,Elementary,25,20,30,10,25,25,10,15,0,0,0,0,160
730688,2020-2021,Catholic,Elementary,40,40,45,45,55,50,45,55,0,0,0,0,375
832146,2020-2021,Catholic,Elementary,15,15,20,15,25,20,30,25,0,0,0,0,165
767751,2020-2021,Catholic,Elementary,20,20,25,20,20,15,25,25,0,0,0,0,170
771783,2020-2021,Catholic,Elementary,70,55,55,65,70,60,55,55,0,0,0,0,485
774383,2020-2021,Catholic,Elementary,30,35,30,40,40,50,40,30,0,0,0,0,295
781304,2020-2021,Catholic,Elementary,80,65,70,55,65,60,80,95,0,0,0,0,570
786667,2020-2021,Catholic,Elementary,35,45,40,30,40,40,40,30,0,0,0,0,300
788147,2020-2021,Catholic,Elementary,55,75,55,65,80,60,75,55,0,0,0,0,520
850977,2020-2021,Catholic,Elementary,35,35,55,40,60,60,60,60,0,0,0,0,405
804932,2020-2021,Catholic,Elementary,25,30,30,25,30,25,25,20,0,0,0,0,210
751383,2020-2021,Catholic,Elementary,20,15,20,25,15,30,20,20,0,0,0,0,165
809535,2020-2021,Catholic,Elementary,55,50,60,45,50,40,55,50,0,0,0,0,405
741620,2020-2021,Catholic,Elementary,15,15,15,20,25,20,25,15,0,0,0,0,150
704318,2020-2021,Catholic,Elementary,20,25,25,30,25,30,25,25,0,0,0,0,205
705870,2020-2021,Catholic,Elementary,15,15,15,20,15,20,15,20,0,0,0,0,135
706000,2020-2021,Catholic,Elementary,35,50,40,40,40,35,30,40,0,0,0,0,310
830020,2020-2021,Catholic,Elementary,20,10,10,15,15,10,10,10,0,0,0,0,100
828858,2020-2021,Catholic,Elementary,30,30,30,30,25,20,25,30,0,0,0,0,220
825654,2020-2021,Catholic,Elementary,30,30,30,30,35,20,30,20,0,0,0,0,225
830410,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,180,225,200,195,800
829242,2020-2021,Catholic,Elementary,15,20,10,20,15,20,15,10,0,0,0,0,125
733253,2020-2021,Catholic,Elementary,30,35,45,30,50,35,45,40,0,0,0,0,310
840165,2020-2021,Catholic,Elementary,25,20,25,25,25,30,20,10,0,0,0,0,180
843024,2020-2021,Catholic,Elementary,25,30,35,30,40,30,35,35,0,0,0,0,260
842893,2020-2021,Catholic,Elementary,15,25,15,20,20,20,10,20,0,0,0,0,145
841498,2020-2021,Catholic,Elementary,35,35,25,25,25,35,25,20,0,0,0,0,225
845361,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,270,260,255,270,1055
851116,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,285,260,300,335,1180
851477,2020-2021,Catholic,Elementary,25,30,25,35,30,30,25,30,0,0,0,0,230
855006,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,75,55,50,90,270
185930,2020-2021,Public,Elementary,25,30,25,20,25,30,30,40,0,0,0,0,225
911609,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,55,55
941542,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,175,175
101478,2020-2021,Public,Elementary,15,15,15,20,15,10,20,15,0,0,0,0,125
901121,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,35,40,35,60,170
105627,2020-2021,Public,Elementary,40,30,35,25,35,30,55,40,0,0,0,0,290
107719,2020-2021,Public,Elementary,30,25,40,30,35,30,0,0,0,0,0,0,190
494578,2020-2021,Public,Elementary,0,0,0,0,0,0,60,50,0,0,0,0,110
895237,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,105,115,120,120,460
122920,2020-2021,Public,Elementary,10,25,25,20,15,25,15,25,0,0,0,0,160
909319,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,95,105,75,155,430
672785,2020-2021,Public,Elementary,10,10,10,10,10,10,10,30,0,0,0,0,100
308439,2020-2021,Public,Elementary,20,30,35,25,20,20,40,35,0,0,0,0,225
145807,2020-2021,Public,Elementary,10,15,10,10,10,10,0,0,0,0,0,0,65
359529,2020-2021,Public,Elementary,0,0,0,0,0,0,125,135,0,0,0,0,260
920622,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,145,175,165,215,700
311944,2020-2021,Public,Elementary,10,10,10,15,10,10,10,10,0,0,0,0,85
314676,2020-2021,Public,Elementary,30,40,25,40,30,35,30,35,0,0,0,0,265
116646,2020-2021,Public,Elementary,0,0,0,0,0,0,75,60,0,0,0,0,135
923354,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,75,65,55,70,265
923486,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,215,185,205,235,840
923613,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,155,130,120,115,520
328197,2020-2021,Public,Elementary,60,60,50,65,80,65,85,65,0,0,0,0,530
924679,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,95,90,90,130,405
237582,2020-2021,Public,Elementary,15,15,10,15,15,15,15,10,0,0,0,0,110
125261,2020-2021,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
902935,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,0,0,10,35,45
410918,2020-2021,Public,Elementary,50,55,30,55,55,50,55,55,0,0,0,0,405
456632,2020-2021,Public,Elementary,40,40,30,45,45,50,65,50,0,0,0,0,365
464309,2020-2021,Public,Elementary,25,25,20,20,25,25,0,0,0,0,0,0,140
468070,2020-2021,Public,Elementary,90,90,105,70,65,70,0,0,0,0,0,0,490
136964,2020-2021,Public,Elementary,10,15,15,10,10,10,10,10,0,0,0,0,90
479403,2020-2021,Public,Elementary,40,35,45,55,45,45,0,0,0,0,0,0,265
496154,2020-2021,Public,Elementary,20,10,10,10,15,10,10,10,0,0,0,0,95
941298,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,105,95,115,160,475
569992,2020-2021,Public,Elementary,60,60,55,50,55,50,75,55,0,0,0,0,460
314935,2020-2021,Public,Elementary,55,55,65,60,55,70,0,0,0,0,0,0,360
602558,2020-2021,Public,Elementary,25,25,0,0,0,0,0,0,0,0,0,0,50
892939,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,35,30,30,30,125
343404,2020-2021,Public,Elementary,0,0,0,0,0,0,25,20,0,0,0,0,45
141518,2020-2021,Public,Elementary,30,30,20,30,30,35,35,25,0,0,0,0,235
596092,2020-2021,Public,Elementary,0,0,0,0,0,0,75,90,0,0,0,0,165
910872,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,160,180,170,155,665
280747,2020-2021,Public,Elementary,20,20,25,25,30,30,0,0,0,0,0,0,150
350818,2020-2021,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
366285,2020-2021,Public,Elementary,10,10,10,10,15,10,10,10,0,0,0,0,85
383058,2020-2021,Public,Elementary,0,10,10,0,10,0,10,10,0,0,0,0,50
937657,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,45,30,30,40,145
487830,2020-2021,Public,Elementary,45,45,40,35,40,45,0,0,0,0,0,0,250
540005,2020-2021,Public,Elementary,10,15,15,10,10,10,15,10,0,0,0,0,95
689939,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,150,150,130,185,615
689343,2020-2021,Catholic,Elementary,0,0,0,0,0,0,0,150,0,0,0,0,150
695211,2020-2021,Catholic,Elementary,15,10,10,10,10,15,15,0,0,0,0,0,85
752410,2020-2021,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
717185,2020-2021,Catholic,Elementary,15,15,10,15,10,10,15,0,0,0,0,0,90
742147,2020-2021,Catholic,Elementary,20,30,25,25,25,35,25,0,0,0,0,0,185
744654,2020-2021,Catholic,Elementary,10,10,10,10,10,10,10,0,0,0,0,0,70
745910,2020-2021,Catholic,Elementary,35,45,40,35,30,25,35,0,0,0,0,0,245
748129,2020-2021,Catholic,Elementary,25,25,30,25,25,25,30,0,0,0,0,0,185
769185,2020-2021,Catholic,Elementary,15,15,10,10,10,15,10,10,0,0,0,0,95
774251,2020-2021,Catholic,Elementary,10,10,15,10,10,10,10,10,0,0,0,0,85
753580,2020-2021,Catholic,Elementary,30,40,30,45,30,30,20,0,0,0,0,0,225
798568,2020-2021,Catholic,Elementary,15,10,10,10,10,10,10,10,0,0,0,0,85
802980,2020-2021,Catholic,Elementary,20,20,15,15,20,15,20,10,0,0,0,0,135
814962,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,95,85,110,125,415
806382,2020-2021,Catholic,Elementary,10,10,10,10,10,10,10,0,0,0,0,0,70
806234,2020-2021,Catholic,Elementary,40,35,25,25,30,35,50,50,0,0,0,0,290
829501,2020-2021,Catholic,Elementary,15,20,25,15,25,25,15,20,0,0,0,0,160
835226,2020-2021,Catholic,Elementary,10,10,10,10,15,15,10,20,0,0,0,0,100
856410,2020-2021,Catholic,Elementary,20,25,30,35,30,25,30,0,0,0,0,0,195
724076,2020-2021,Catholic,Elementary,30,25,30,30,20,25,0,0,0,0,0,0,160
854186,2020-2021,Catholic,Elementary,0,0,0,0,0,0,0,75,0,0,0,0,75
892416,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,140,140,145,185,610
100757,2020-2021,Public,Elementary,50,50,55,45,45,45,35,40,0,0,0,0,365
113956,2020-2021,Public,Elementary,40,30,25,50,40,35,35,30,0,0,0,0,285
167380,2020-2021,Public,Elementary,35,45,45,35,35,35,30,55,0,0,0,0,315
925365,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,150,130,160,185,625
253472,2020-2021,Public,Elementary,60,50,55,30,35,30,30,20,0,0,0,0,310
256307,2020-2021,Public,Elementary,30,40,35,40,50,50,50,45,0,0,0,0,340
291790,2020-2021,Public,Elementary,15,10,15,15,10,10,15,10,0,0,0,0,100
291404,2020-2021,Public,Elementary,50,40,45,35,40,50,35,45,0,0,0,0,340
904767,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,55,60,60,80,255
924431,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,60,60,80,105,305
355224,2020-2021,Public,Elementary,25,30,20,20,30,30,35,30,0,0,0,0,220
932434,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,105,80,100,110,395
469114,2020-2021,Public,Elementary,15,10,10,15,10,10,15,15,0,0,0,0,100
444677,2020-2021,Public,Elementary,10,20,10,10,15,20,20,15,0,0,0,0,120
462489,2020-2021,Public,Elementary,25,25,20,25,25,40,0,0,0,0,0,0,160
937916,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,65,80,70,120,335
193735,2020-2021,Public,Elementary,0,0,0,0,10,0,65,75,0,0,0,0,150
937983,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,85,85
123885,2020-2021,Public,Elementary,80,85,85,90,85,80,75,70,0,0,0,0,650
902747,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,120,110,105,115,450
605492,2020-2021,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
277495,2020-2021,Public,Elementary,80,60,65,75,65,70,80,70,0,0,0,0,565
186666,2020-2021,Public,Elementary,55,40,40,45,75,85,75,85,0,0,0,0,500
305731,2020-2021,Public,Elementary,30,45,25,40,50,35,50,40,0,0,0,0,315
186236,2020-2021,Public,Elementary,70,80,75,70,75,70,80,60,0,0,0,0,580
505808,2020-2021,Public,Elementary,50,35,55,35,95,75,80,90,0,0,0,0,515
314617,2020-2021,Public,Elementary,30,25,45,35,35,35,35,30,0,0,0,0,270
893064,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,385,375,380,360,1500
893323,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,285,320,230,335,1170
894060,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,365,385,420,425,1595
895792,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,315,310,295,330,1250
456756,2020-2021,Public,Elementary,110,95,90,100,85,75,80,80,0,0,0,0,715
111465,2020-2021,Public,Elementary,45,45,45,45,55,55,0,0,0,0,0,0,290
114472,2020-2021,Public,Elementary,25,15,20,30,30,35,30,25,0,0,0,0,210
116815,2020-2021,Public,Elementary,40,45,35,45,45,40,45,45,0,0,0,0,340
902551,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,365,325,335,425,1450
383708,2020-2021,Public,Elementary,20,20,20,20,25,30,25,20,0,0,0,0,180
185973,2020-2021,Public,Elementary,45,50,55,65,55,70,70,70,0,0,0,0,480
125482,2020-2021,Public,Elementary,20,25,20,30,25,35,25,35,0,0,0,0,215
130893,2020-2021,Public,Elementary,40,30,35,35,30,25,30,25,0,0,0,0,250
160172,2020-2021,Public,Elementary,35,30,30,20,20,25,30,25,0,0,0,0,215
907383,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,315,285,320,380,1300
908274,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,120,105,105,110,440
402811,2020-2021,Public,Elementary,0,0,0,0,0,0,55,55,0,0,0,0,110
181323,2020-2021,Public,Elementary,45,25,45,35,35,50,40,40,0,0,0,0,315
181757,2020-2021,Public,Elementary,95,85,70,75,40,40,40,50,0,0,0,0,495
195812,2020-2021,Public,Elementary,80,75,85,85,45,45,45,35,0,0,0,0,495
384550,2020-2021,Public,Elementary,85,90,95,85,95,90,85,80,0,0,0,0,705
201464,2020-2021,Public,Elementary,70,70,60,55,75,70,70,75,0,0,0,0,545
928151,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,260,225,220,210,915
221740,2020-2021,Public,Elementary,85,60,65,50,60,80,65,75,0,0,0,0,540
233480,2020-2021,Public,Elementary,60,55,45,50,50,35,55,45,0,0,0,0,395
244996,2020-2021,Public,Elementary,75,65,75,55,45,60,40,35,0,0,0,0,450
485183,2020-2021,Public,Elementary,65,60,70,75,65,65,65,80,0,0,0,0,545
257346,2020-2021,Public,Elementary,70,70,75,60,35,35,25,30,0,0,0,0,400
595047,2020-2021,Public,Elementary,30,20,10,20,20,20,20,30,0,0,0,0,170
263079,2020-2021,Public,Elementary,55,55,55,60,60,50,65,70,0,0,0,0,470
595861,2020-2021,Public,Elementary,20,20,20,20,25,15,15,25,0,0,0,0,160
273988,2020-2021,Public,Elementary,30,25,30,35,65,75,70,50,0,0,0,0,380
274542,2020-2021,Public,Elementary,55,45,45,40,70,75,0,0,0,0,0,0,330
225946,2020-2021,Public,Elementary,70,50,70,70,70,80,70,65,0,0,0,0,545
918253,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,395,430,400,460,1685
275670,2020-2021,Public,Elementary,20,25,20,20,30,20,20,20,0,0,0,0,175
124761,2020-2021,Public,Elementary,30,25,20,35,35,35,20,25,0,0,0,0,225
285684,2020-2021,Public,Elementary,25,20,15,20,25,15,25,20,0,0,0,0,165
311251,2020-2021,Public,Elementary,40,25,35,30,45,30,25,25,0,0,0,0,255
334820,2020-2021,Public,Elementary,55,50,50,40,50,50,40,60,0,0,0,0,395
336289,2020-2021,Public,Elementary,50,45,50,55,55,50,60,75,0,0,0,0,440
337862,2020-2021,Public,Elementary,35,25,30,40,35,40,40,25,0,0,0,0,270
366544,2020-2021,Public,Elementary,35,40,40,50,45,45,70,60,0,0,0,0,385
378089,2020-2021,Public,Elementary,25,30,35,40,45,35,40,35,0,0,0,0,285
466951,2020-2021,Public,Elementary,65,60,55,55,35,35,35,40,0,0,0,0,380
927724,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,290,335,320,315,1260
384259,2020-2021,Public,Elementary,35,30,30,25,15,25,25,30,0,0,0,0,215
412430,2020-2021,Public,Elementary,30,25,30,35,30,35,30,30,0,0,0,0,245
902636,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,160,185,170,190,705
412570,2020-2021,Public,Elementary,25,15,25,20,20,30,20,20,0,0,0,0,175
414123,2020-2021,Public,Elementary,55,45,45,45,45,50,40,20,0,0,0,0,345
419346,2020-2021,Public,Elementary,60,45,35,50,60,55,65,65,0,0,0,0,435
968729,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,275,280,295,305,1155
122092,2020-2021,Public,Elementary,30,35,40,35,30,35,40,40,0,0,0,0,285
451649,2020-2021,Public,Elementary,45,45,40,40,70,75,70,80,0,0,0,0,465
472360,2020-2021,Public,Elementary,20,20,20,25,20,20,20,20,0,0,0,0,165
480037,2020-2021,Public,Elementary,40,30,40,50,45,85,75,65,0,0,0,0,430
636037,2020-2021,Public,Elementary,45,45,50,40,40,40,45,45,0,0,0,0,350
507946,2020-2021,Public,Elementary,15,20,15,15,10,10,15,15,0,0,0,0,115
917231,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,0,15,55,355,425
595993,2020-2021,Public,Elementary,10,15,15,10,15,15,15,15,0,0,0,0,110
945196,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,90,65,85,80,320
110418,2020-2021,Public,Elementary,0,0,0,0,0,0,45,50,0,0,0,0,95
535281,2020-2021,Public,Elementary,35,40,40,40,30,45,40,50,0,0,0,0,320
543438,2020-2021,Public,Elementary,35,35,35,30,40,35,45,50,0,0,0,0,305
574287,2020-2021,Public,Elementary,55,65,55,60,55,50,50,45,0,0,0,0,435
521248,2020-2021,Public,Elementary,20,20,15,20,15,20,30,10,0,0,0,0,150
551090,2020-2021,Public,Elementary,45,45,50,40,55,55,50,65,0,0,0,0,405
557897,2020-2021,Public,Elementary,40,45,30,35,30,30,35,50,0,0,0,0,295
559075,2020-2021,Public,Elementary,65,50,45,40,45,40,45,35,0,0,0,0,365
547123,2020-2021,Public,Elementary,65,55,45,65,50,55,50,55,0,0,0,0,440
948870,2020-2021,Public,Secondary,0,0,0,0,0,0,0,0,190,185,185,235,795
337030,2020-2021,Public,Elementary,40,20,35,20,25,30,30,30,0,0,0,0,230
579190,2020-2021,Public,Elementary,60,65,55,60,65,70,55,60,0,0,0,0,490
585599,2020-2021,Public,Elementary,90,95,80,90,75,85,85,85,0,0,0,0,685
580520,2020-2021,Public,Elementary,25,40,25,40,30,50,45,50,0,0,0,0,305
357316,2020-2021,Public,Elementary,20,20,30,20,25,30,25,20,0,0,0,0,190
586846,2020-2021,Public,Elementary,30,40,30,40,40,45,30,55,0,0,0,0,310
594970,2020-2021,Public,Elementary,40,45,55,70,45,55,45,55,0,0,0,0,410
612405,2020-2021,Public,Elementary,55,55,45,55,50,70,55,75,0,0,0,0,460
429619,2020-2021,Public,Elementary,65,65,75,65,85,60,80,65,0,0,0,0,560
622028,2020-2021,Public,Elementary,30,25,25,40,25,35,25,30,0,0,0,0,235
693634,2020-2021,Catholic,Elementary,10,15,15,20,20,20,20,20,0,0,0,0,140
706930,2020-2021,Catholic,Elementary,45,55,50,40,40,40,35,35,0,0,0,0,340
729663,2020-2021,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
720518,2020-2021,Catholic,Elementary,40,45,50,40,60,40,50,45,0,0,0,0,370
716413,2020-2021,Catholic,Elementary,30,30,35,45,35,45,25,35,0,0,0,0,280
711098,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,175,160,160,140,635
732303,2020-2021,Catholic,Elementary,15,10,15,15,20,15,20,15,0,0,0,0,125
732311,2020-2021,Catholic,Elementary,20,15,15,15,20,25,20,20,0,0,0,0,150
733563,2020-2021,Catholic,Elementary,45,35,35,35,35,40,30,30,0,0,0,0,285
732354,2020-2021,Catholic,Elementary,20,30,40,15,35,30,45,30,0,0,0,0,245
733520,2020-2021,Catholic,Elementary,30,30,30,25,25,30,25,25,0,0,0,0,220
737372,2020-2021,Catholic,Elementary,30,50,35,45,50,55,55,50,0,0,0,0,370
744611,2020-2021,Catholic,Elementary,80,65,60,70,55,50,60,45,0,0,0,0,485
745391,2020-2021,Catholic,Elementary,20,15,25,25,15,25,15,20,0,0,0,0,160
723630,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,100,90,100,130,420
751103,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,160,155,135,205,655
756962,2020-2021,Catholic,Elementary,15,10,15,15,10,20,10,15,0,0,0,0,110
808007,2020-2021,Catholic,Elementary,45,40,40,45,50,50,60,55,0,0,0,0,385
714208,2020-2021,Catholic,Elementary,15,10,20,15,15,30,10,25,0,0,0,0,140
516651,2020-2021,Catholic,Elementary,25,25,25,25,30,30,35,40,0,0,0,0,235
685145,2020-2021,Catholic,Elementary,50,50,50,70,40,70,45,60,0,0,0,0,435
770655,2020-2021,Catholic,Elementary,15,10,10,10,10,10,10,15,0,0,0,0,90
775061,2020-2021,Catholic,Elementary,25,15,40,15,30,30,20,30,0,0,0,0,205
777935,2020-2021,Catholic,Elementary,15,25,25,25,30,25,30,30,0,0,0,0,205
779849,2020-2021,Catholic,Elementary,20,10,15,10,15,15,10,20,0,0,0,0,115
781487,2020-2021,Catholic,Elementary,40,35,50,35,45,40,60,60,0,0,0,0,365
782130,2020-2021,Catholic,Elementary,20,15,25,15,15,15,15,15,0,0,0,0,135
786691,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,50,45,50,40,185
790044,2020-2021,Catholic,Elementary,30,30,40,45,30,35,55,35,0,0,0,0,300
798436,2020-2021,Catholic,Elementary,15,15,20,10,25,20,20,15,0,0,0,0,140
809179,2020-2021,Catholic,Elementary,20,15,15,25,15,20,15,20,0,0,0,0,145
801275,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,255,195,175,225,850
805840,2020-2021,Catholic,Elementary,20,20,15,15,20,20,20,15,0,0,0,0,145
813389,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,190,155,175,180,700
822566,2020-2021,Catholic,Elementary,15,30,15,20,25,25,20,25,0,0,0,0,175
828335,2020-2021,Catholic,Elementary,10,10,10,15,20,15,25,10,0,0,0,0,115
829374,2020-2021,Catholic,Elementary,40,45,35,40,40,45,35,50,0,0,0,0,330
833061,2020-2021,Catholic,Elementary,20,25,10,30,30,30,25,20,0,0,0,0,190
835749,2020-2021,Catholic,Elementary,20,30,25,20,30,30,40,35,0,0,0,0,230
836320,2020-2021,Catholic,Elementary,20,15,15,25,25,15,15,25,0,0,0,0,155
837199,2020-2021,Catholic,Elementary,45,40,40,40,40,45,40,45,0,0,0,0,335
840815,2020-2021,Catholic,Elementary,45,45,60,60,55,70,60,50,0,0,0,0,445
843342,2020-2021,Catholic,Elementary,15,20,15,15,20,20,35,10,0,0,0,0,150
844012,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,280,240,210,225,955
852775,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,160,170,185,160,675
773050,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,165,135,160,135,595
750905,2020-2021,Catholic,Elementary,35,20,35,25,40,35,40,40,0,0,0,0,270
824690,2020-2021,Catholic,Elementary,45,70,65,65,55,55,60,50,0,0,0,0,465
733199,2020-2021,Catholic,Elementary,25,30,35,25,35,30,35,35,0,0,0,0,250
868914,2020-2021,Catholic,Elementary,45,30,40,40,35,40,40,30,0,0,0,0,300
697567,2020-2021,Catholic,Elementary,25,35,15,25,15,20,15,10,0,0,0,0,160
708003,2020-2021,Catholic,Elementary,10,25,25,15,25,30,35,25,0,0,0,0,190
842249,2020-2021,Catholic,Elementary,10,10,10,10,10,10,15,10,0,0,0,0,85
710970,2020-2021,Catholic,Elementary,55,60,55,65,45,50,45,35,0,0,0,0,410
715492,2020-2021,Catholic,Elementary,25,25,25,30,25,20,20,30,0,0,0,0,200
719269,2020-2021,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
767339,2020-2021,Catholic,Elementary,30,35,45,30,55,40,50,40,0,0,0,0,325
724009,2020-2021,Catholic,Elementary,25,35,25,45,30,25,30,20,0,0,0,0,235
758108,2020-2021,Catholic,Elementary,10,10,15,15,15,15,10,10,0,0,0,0,100
757748,2020-2021,Catholic,Elementary,30,25,25,35,40,50,40,40,0,0,0,0,285
771295,2020-2021,Catholic,Elementary,40,40,30,30,35,35,35,35,0,0,0,0,280
770671,2020-2021,Catholic,Elementary,25,40,40,40,50,30,45,30,0,0,0,0,300
788813,2020-2021,Catholic,Elementary,20,15,10,15,15,15,25,15,0,0,0,0,130
803375,2020-2021,Catholic,Elementary,20,30,25,30,25,20,20,20,0,0,0,0,190
811432,2020-2021,Catholic,Elementary,15,10,10,15,25,20,20,15,0,0,0,0,130
809233,2020-2021,Catholic,Elementary,25,35,45,30,30,45,45,35,0,0,0,0,290
773757,2020-2021,Catholic,Elementary,30,25,25,35,40,35,40,20,0,0,0,0,250
834602,2020-2021,Catholic,Elementary,10,25,15,20,10,10,25,10,0,0,0,0,125
833142,2020-2021,Catholic,Elementary,10,15,20,10,15,15,15,25,0,0,0,0,125
836788,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,340,335,325,390,1390
843415,2020-2021,Catholic,Elementary,20,15,20,25,20,25,25,15,0,0,0,0,165
846015,2020-2021,Catholic,Elementary,25,20,15,20,25,30,25,20,0,0,0,0,180
856800,2020-2021,Catholic,Elementary,25,30,30,25,40,35,40,35,0,0,0,0,260
690762,2020-2021,Catholic,Elementary,50,45,65,65,70,70,60,75,0,0,0,0,500
864366,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,295,290,285,390,1260
689351,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,85,90,65,95,335
869673,2020-2021,Catholic,Elementary,45,60,60,40,55,60,0,0,0,0,0,0,320
701745,2020-2021,Catholic,Elementary,80,70,85,60,65,85,0,0,0,0,0,0,445
721212,2020-2021,Catholic,Elementary,25,30,25,20,30,30,0,0,0,0,0,0,160
730963,2020-2021,Catholic,Secondary,0,0,0,0,0,0,0,0,55,45,45,40,185
730971,2020-2021,Catholic,Elementary,0,0,0,0,0,0,75,75,0,0,0,0,150
