School Number,Year,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
211192,2025,39,74,31,48,31,22,48,107,0,0,0,0
211192,2026,40,86,31,52,31,20,54,142,0,0,0,0
211320,2022,48,15,31,46,35,42,33,43,0,0,0,0
211320,2023,66,12,32,60,35,44,32,46,0,0,0,0
211320,2024,92,9,33,79,36,46,30,50,0,0,0,0
211320,2025,127,7,34,105,36,48,29,53,0,0,0,0
211320,2026,175,5,35,138,37,51,28,58,0,0,0,0
211434,2022,35,58,62,54,42,75,70,77,0,0,0,0
211434,2023,32,56,65,49,35,75,66,75,0,0,0,0
211434,2024,29,54,68,45,30,75,62,73,0,0,0,0
211434,2025,26,52,71,41,25,75,58,70,0,0,0,0
211434,2026,23,51,74,37,21,75,55,68,0,0,0,0
211451,2022,23,20,51,10,20,37,0,0,0,0,0,0
211451,2023,27,21,86,7,21,46,0,0,0,0,0,0
211451,2024,31,22,147,5,21,58,0,0,0,0,0,0
211451,2025,37,23,250,3,22,73,0,0,0,0,0,0
211451,2026,43,24,425,2,22,91,0,0,0,0,0,0
211583,2022,28,35,41,0,0,0,0,0,0,0,0,0
211583,2023,27,35,43,0,0,0,0,0,0,0,0,0
211583,2024,26,36,45,0,0,0,0,0,0,0,0,0
211583,2025,25,36,47,0,0,0,0,0,0,0,0,0
211583,2026,24,37,49,0,0,0,0,0,0,0,0,0
211842,2022,24,5,11,48,67,0,0,0,0,0,0,0
211842,2023,28,3,8,66,128,0,0,0,0,0,0,0
211842,2024,34,1,6,90,246,0,0,0,0,0,0,0
211842,2025,41,1,4,125,472,0,0,0,0,0,0,0
211842,2026,49,0,3,172,905,0,0,0,0,0,0,0
211974,2022,61,34,14,36,50,76,38,28,0,0,0,0
211974,2023,85,40,10,44,62,117,42,27,0,0,0,0
211974,2024,116,47,7,53,78,181,46,25,0,0,0,0
211974,2025,160,55,5,65,97,278,50,24,0,0,0,0
211974,2026,221,64,3,79,122,427,55,23,0,0,0,0
212369,2022,29,75,60,38,56,0,0,0,0,0,0,0
212369,2023,28,81,61,32,52,0,0,0,0,0,0,0
212369,2024,27,88,62,27,49,0,0,0,0,0,0,0
212369,2025,27,95,63,23,46,0,0,0,0,0,0,0
212369,2026,26,102,63,19,43,0,0,0,0,0,0,0
212490,2022,34,34,40,105,43,35,35,42,0,0,0,0
212490,2023,33,33,40,157,47,35,31,45,0,0,0,0
212490,2024,32,32,41,236,52,36,28,49,0,0,0,0
212490,2025,31,31,41,354,57,36,25,52,0,0,0,0
212490,2026,31,31,41,531,63,37,22,56,0,0,0,0
212749,2022,74,84,91,130,105,0,0,0,0,0,0,0
212749,2023,65,75,88,146,111,0,0,0,0,0,0,0
212749,2024,57,66,85,166,117,0,0,0,0,0,0,0
212749,2025,50,59,83,187,124,0,0,0,0,0,0,0
212749,2026,44,53,80,212,131,0,0,0,0,0,0,0
212750,2022,28,25,18,37,18,24,0,0,0,0,0,0
212750,2023,40,31,23,56,23,28,0,0,0,0,0,0
212750,2024,56,39,29,84,29,34,0,0,0,0,0,0
212750,2025,80,48,36,126,36,41,0,0,0,0,0,0
212750,2026,114,61,45,189,45,49,0,0,0,0,0,0
212881,2022,33,16,14,15,19,13,16,28,0,0,0,0
212881,2023,44,17,13,16,18,12,13,27,0,0,0,0
212881,2024,59,19,12,16,18,11,11,26,0,0,0,0
212881,2025,79,20,12,17,17,10,9,25,0,0,0,0
212881,2026,105,22,11,18,16,9,8,24,0,0,0,0
213012,2022,70,62,77,145,78,0,0,0,0,0,0,0
213012,2023,66,51,75,192,81,0,0,0,0,0,0,0
213012,2024,62,42,73,255,84,0,0,0,0,0,0,0
213012,2025,58,35,71,337,88,0,0,0,0,0,0,0
213012,2026,55,29,70,446,91,0,0,0,0,0,0,0
213144,2022,36,25,34,23,26,0,0,0,0,0,0,0
213144,2023,44,26,39,27,35,0,0,0,0,0,0,0
213144,2024,53,26,45,31,47,0,0,0,0,0,0,0
213144,2025,65,27,52,37,63,0,0,0,0,0,0,0
213144,2026,79,28,60,43,84,0,0,0,0,0,0,0
213403,2022,35,45,36,68,87,0,0,0,0,0,0,0
213403,2023,31,45,33,85,126,0,0,0,0,0,0,0
213403,2024,28,45,30,107,182,0,0,0,0,0,0,0
213403,2025,25,45,28,134,265,0,0,0,0,0,0,0
213403,2026,22,45,25,167,384,0,0,0,0,0,0,0
213535,2022,48,63,30,43,145,205,74,188,0,0,0,0
213535,2023,52,81,27,47,210,367,68,308,0,0,0,0
213535,2024,56,104,24,52,304,658,63,504,0,0,0,0
213535,2025,61,133,21,57,442,1177,59,826,0,0,0,0
213535,2026,66,170,18,63,640,2105,54,1353,0,0,0,0
213730,2022,21,42,33,22,25,21,74,59,0,0,0,0
213730,2023,17,50,36,21,25,18,84,58,0,0,0,0
213730,2024,15,60,39,19,26,15,96,57,0,0,0,0
213730,2025,12,72,43,17,26,13,110,56,0,0,0,0
213730,2026,10,87,48,16,27,11,126,55,0,0,0,0
213772,2022,47,62,41,115,126,109,157,86,0,0,0,0
213772,2023,50,70,42,125,134,119,182,84,0,0,0,0
213772,2024,53,79,43,138,142,131,212,81,0,0,0,0
213772,2025,57,90,44,151,150,143,247,78,0,0,0,0
213772,2026,60,102,45,165,159,157,288,75,0,0,0,0
213829,2022,40,54,59,59,59,53,65,69,0,0,0,0
213829,2023,37,53,65,65,65,57,70,80,0,0,0,0
213829,2024,33,52,70,70,70,61,76,92,0,0,0,0
213829,2025,30,52,76,76,76,65,82,106,0,0,0,0
213829,2026,27,51,83,83,83,69,89,123,0,0,0,0
213861,2022,28,17,13,62,35,52,54,68,0,0,0,0
213861,2023,31,15,12,70,30,50,48,72,0,0,0,0
213861,2024,35,13,11,80,27,48,43,77,0,0,0,0
213861,2025,40,12,10,91,23,46,39,81,0,0,0,0
213861,2026,45,10,9,103,20,44,35,86,0,0,0,0
214574,2022,10,16,10,18,18,8,8,13,0,0,0,0
214574,2023,10,17,11,23,23,6,6,11,0,0,0,0
214574,2024,10,19,12,29,29,5,5,10,0,0,0,0
214574,2025,10,20,13,36,36,4,4,8,0,0,0,0
214574,2026,10,22,14,45,45,4,4,7,0,0,0,0
214588,2022,0,0,0,0,0,0,188,181,0,0,0,0
214588,2023,0,0,0,0,0,0,208,192,0,0,0,0
214588,2024,0,0,0,0,0,0,230,205,0,0,0,0
214588,2025,0,0,0,0,0,0,255,218,0,0,0,0
214588,2026,0,0,0,0,0,0,282,233,0,0,0,0
215321,2022,61,43,59,23,44,30,67,46,0,0,0,0
215321,2023,85,47,78,22,49,30,92,53,0,0,0,0
215321,2024,116,52,102,22,55,31,124,61,0,0,0,0
215321,2025,160,57,135,21,61,31,169,71,0,0,0,0
215321,2026,221,63,178,20,68,31,230,82,0,0,0,0
215970,2022,0,0,0,0,0,0,181,217,0,0,0,0
215970,2023,0,0,0,0,0,0,187,219,0,0,0,0
215970,2024,0,0,0,0,0,0,193,222,0,0,0,0
215970,2025,0,0,0,0,0,0,200,224,0,0,0,0
215970,2026,0,0,0,0,0,0,207,227,0,0,0,0
216003,2022,33,32,27,29,25,39,0,0,0,0,0,0
216003,2023,32,29,24,28,25,44,0,0,0,0,0,0
216003,2024,30,26,22,27,26,49,0,0,0,0,0,0
216003,2025,29,24,20,26,26,56,0,0,0,0,0,0
216003,2026,28,22,18,26,27,63,0,0,0,0,0,0
216267,2022,32,32,40,60,34,45,0,0,0,0,0,0
216267,2023,26,26,37,67,29,46,0,0,0,0,0,0
216267,2024,22,21,33,74,25,47,0,0,0,0,0,0
216267,2025,18,17,30,82,22,48,0,0,0,0,0,0
216267,2026,14,14,27,90,19,49,0,0,0,0,0,0
216402,2022,67,82,49,72,66,88,0,0,0,0,0,0
216402,2023,76,112,45,88,73,112,0,0,0,0,0,0
216402,2024,85,153,41,107,81,143,0,0,0,0,0,0
216402,2025,96,209,37,130,90,181,0,0,0,0,0,0
216402,2026,108,286,33,158,99,230,0,0,0,0,0,0
216658,2022,0,0,0,0,0,0,138,149,0,0,0,0
216658,2023,0,0,0,0,0,0,127,139,0,0,0,0
216658,2024,0,0,0,0,0,0,116,129,0,0,0,0
216658,2025,0,0,0,0,0,0,107,120,0,0,0,0
216658,2026,0,0,0,0,0,0,99,112,0,0,0,0
216780,2022,88,66,50,46,40,0,0,0,0,0,0,0
216780,2023,104,67,46,43,36,0,0,0,0,0,0,0
216780,2024,123,69,43,40,33,0,0,0,0,0,0,0
216780,2025,145,70,39,37,30,0,0,0,0,0,0,0
216780,2026,171,72,36,35,27,0,0,0,0,0,0,0
216917,2022,0,0,0,0,0,0,177,236,0,0,0,0
216917,2023,0,0,0,0,0,0,161,248,0,0,0,0
216917,2024,0,0,0,0,0,0,147,260,0,0,0,0
216917,2025,0,0,0,0,0,0,134,273,0,0,0,0
216917,2026,0,0,0,0,0,0,122,287,0,0,0,0
217174,2022,48,60,56,53,79,66,69,53,0,0,0,0
217174,2023,46,60,52,51,89,72,73,51,0,0,0,0
217174,2024,44,60,49,49,100,79,78,49,0,0,0,0
217174,2025,42,60,46,47,113,87,84,47,0,0,0,0
217174,2026,41,61,43,45,128,96,89,45,0,0,0,0
217220,2022,13,25,18,33,34,18,22,22,0,0,0,0
217220,2023,12,26,17,36,39,17,21,21,0,0,0,0
217220,2024,11,26,16,39,45,16,19,19,0,0,0,0
217220,2025,10,27,15,43,52,15,17,17,0,0,0,0
217220,2026,10,28,14,48,60,14,16,16,0,0,0,0
217387,2022,0,0,0,0,0,133,125,138,0,0,0,0
217387,2023,0,0,0,0,0,127,122,128,0,0,0,0
217387,2024,0,0,0,0,0,121,118,118,0,0,0,0
217387,2025,0,0,0,0,0,115,114,109,0,0,0,0
217387,2026,0,0,0,0,0,110,111,101,0,0,0,0
217697,2022,88,34,55,54,62,126,0,0,0,0,0,0
217697,2023,112,29,61,58,65,187,0,0,0,0,0,0
217697,2024,143,25,67,63,67,277,0,0,0,0,0,0
217697,2025,181,22,74,68,70,411,0,0,0,0,0,0
217697,2026,230,19,82,74,73,610,0,0,0,0,0,0
217824,2022,48,47,40,97,65,26,0,0,0,0,0,0
217824,2023,66,64,47,173,123,27,0,0,0,0,0,0
217824,2024,92,86,54,307,230,28,0,0,0,0,0,0
217824,2025,127,117,63,545,432,30,0,0,0,0,0,0
217824,2026,175,159,73,969,811,31,0,0,0,0,0,0
217891,2022,38,42,32,47,55,40,0,0,0,0,0,0
217891,2023,42,45,30,50,67,40,0,0,0,0,0,0
217891,2024,47,49,28,53,83,40,0,0,0,0,0,0
217891,2025,52,52,27,57,102,40,0,0,0,0,0,0
217891,2026,57,56,25,60,126,40,0,0,0,0,0,0
217972,2022,33,57,57,83,65,72,75,83,0,0,0,0
217972,2023,27,55,55,93,65,75,81,98,0,0,0,0
217972,2024,23,53,53,104,65,78,88,117,0,0,0,0
217972,2025,19,51,51,117,65,81,95,139,0,0,0,0
217972,2026,16,49,49,131,65,84,102,165,0,0,0,0
218103,2022,43,22,28,21,29,19,41,39,0,0,0,0
218103,2023,46,21,27,18,28,15,49,44,0,0,0,0
218103,2024,50,19,26,15,27,12,57,49,0,0,0,0
218103,2025,53,17,25,13,26,9,68,56,0,0,0,0
218103,2026,58,16,24,11,26,7,81,63,0,0,0,0
218111,2022,10,16,8,16,15,20,0,0,0,0,0,0
218111,2023,11,17,6,17,16,20,0,0,0,0,0,0
218111,2024,12,19,5,19,16,20,0,0,0,0,0,0
218111,2025,13,20,4,20,17,20,0,0,0,0,0,0
218111,2026,14,22,4,22,18,20,0,0,0,0,0,0
218219,2022,10,16,10,16,18,10,7,9,0,0,0,0
218219,2023,11,17,11,17,23,10,5,8,0,0,0,0
218219,2024,12,19,12,19,29,10,4,7,0,0,0,0
218219,2025,13,20,13,20,36,10,3,7,0,0,0,0
218219,2026,14,22,14,22,45,10,2,6,0,0,0,0
218600,2022,30,13,18,26,28,10,25,43,0,0,0,0
218600,2023,36,11,16,35,32,7,25,61,0,0,0,0
218600,2024,44,10,14,47,36,5,26,88,0,0,0,0
218600,2025,53,8,13,63,41,3,26,126,0,0,0,0
218600,2026,64,7,11,84,46,2,27,181,0,0,0,0
218731,2022,37,42,38,43,34,0,0,0,0,0,0,0
218731,2023,35,45,36,47,29,0,0,0,0,0,0,0
218731,2024,33,49,35,51,25,0,0,0,0,0,0,0
218731,2025,31,52,34,55,22,0,0,0,0,0,0,0
218731,2026,30,56,32,60,19,0,0,0,0,0,0,0
218863,2022,92,34,57,87,67,57,65,79,0,0,0,0
218863,2023,121,29,55,102,70,55,65,90,0,0,0,0
218863,2024,160,25,53,119,73,53,65,102,0,0,0,0
218863,2025,211,22,51,139,76,51,65,116,0,0,0,0
218863,2026,278,19,49,162,79,49,65,132,0,0,0,0
219908,2022,14,15,23,16,16,22,30,30,0,0,0,0
219908,2023,10,11,22,13,13,21,31,31,0,0,0,0
219908,2024,7,8,22,11,10,19,31,31,0,0,0,0
219908,2025,5,6,21,9,8,17,32,32,0,0,0,0
219908,2026,3,4,20,8,7,16,32,32,0,0,0,0
220035,2022,20,23,142,15,26,13,23,13,0,0,0,0
220035,2023,21,27,367,15,35,11,27,11,0,0,0,0
220035,2024,22,31,948,15,47,10,31,10,0,0,0,0
220035,2025,23,37,2449,15,63,8,37,8,0,0,0,0
220035,2026,24,43,6327,15,84,7,43,7,0,0,0,0
220145,2022,32,46,100,133,48,37,47,48,0,0,0,0
220145,2023,29,47,156,237,52,35,49,52,0,0,0,0
220145,2024,26,48,242,421,57,33,52,57,0,0,0,0
220145,2025,24,49,375,749,61,31,54,61,0,0,0,0
220145,2026,22,50,581,1331,67,29,57,67,0,0,0,0
220345,2022,0,0,0,0,0,0,324,322,0,0,0,0
220345,2023,0,0,0,0,0,0,320,314,0,0,0,0
220345,2024,0,0,0,0,0,0,315,307,0,0,0,0
220345,2025,0,0,0,0,0,0,310,300,0,0,0,0
220345,2026,0,0,0,0,0,0,305,293,0,0,0,0
220426,2022,50,57,45,60,32,35,0,0,0,0,0,0
220426,2023,50,60,52,73,30,35,0,0,0,0,0,0
220426,2024,50,63,60,89,28,35,0,0,0,0,0,0
220426,2025,50,66,69,108,27,36,0,0,0,0,0,0
220426,2026,50,70,80,132,25,36,0,0,0,0,0,0
220523,2022,30,25,30,30,30,0,0,0,0,0,0,0
220523,2023,30,25,30,30,30,0,0,0,0,0,0,0
220523,2024,30,26,30,30,31,0,0,0,0,0,0,0
220523,2025,30,26,30,30,31,0,0,0,0,0,0,0
220523,2026,30,27,30,30,31,0,0,0,0,0,0,0
220817,2022,11,55,40,62,56,37,34,45,0,0,0,0
220817,2023,9,67,40,88,70,35,33,45,0,0,0,0
220817,2024,7,82,41,123,87,33,32,45,0,0,0,0
220817,2025,6,101,41,172,109,31,31,46,0,0,0,0
220817,2026,4,124,41,242,137,30,30,46,0,0,0,0
221538,2022,40,32,26,33,69,0,0,0,0,0,0,0
221538,2023,40,30,19,32,81,0,0,0,0,0,0,0
221538,2024,41,28,14,30,95,0,0,0,0,0,0,0
221538,2025,41,27,10,29,111,0,0,0,0,0,0,0
221538,2026,41,25,8,28,129,0,0,0,0,0,0,0
221554,2022,13,25,26,37,22,30,0,0,0,0,0,0
221554,2023,11,26,35,46,21,37,0,0,0,0,0,0
221554,2024,10,26,47,58,19,46,0,0,0,0,0,0
221554,2025,8,27,63,73,17,57,0,0,0,0,0,0
221554,2026,7,28,84,91,16,70,0,0,0,0,0,0
221597,2022,59,47,27,31,51,30,0,0,0,0,0,0
221597,2023,78,64,24,32,66,30,0,0,0,0,0,0
221597,2024,102,86,22,33,85,30,0,0,0,0,0,0
221597,2025,135,117,20,34,109,30,0,0,0,0,0,0
221597,2026,178,159,18,35,140,30,0,0,0,0,0,0
221740,2022,94,79,65,75,47,54,75,72,0,0,0,0
221740,2023,111,83,65,82,40,49,76,80,0,0,0,0
221740,2024,131,87,65,89,34,44,77,90,0,0,0,0
221740,2025,154,92,65,96,29,40,78,100,0,0,0,0
221740,2026,182,97,65,105,25,37,78,112,0,0,0,0
221805,2022,53,29,35,65,31,55,59,30,0,0,0,0
221805,2023,62,25,35,86,27,67,78,30,0,0,0,0
221805,2024,73,21,35,113,24,83,102,30,0,0,0,0
221805,2025,86,18,35,148,21,102,135,30,0,0,0,0
221805,2026,102,16,35,194,19,126,178,30,0,0,0,0
221856,2022,46,50,55,85,55,45,66,69,0,0,0,0
221856,2023,43,46,56,105,55,42,80,74,0,0,0,0
221856,2024,40,43,57,129,55,38,97,79,0,0,0,0
221856,2025,37,39,58,159,56,35,117,84,0,0,0,0
221856,2026,34,36,58,195,56,32,141,90,0,0,0,0
222119,2022,46,30,58,45,45,50,45,56,0,0,0,0
222119,2023,53,30,68,45,45,50,45,63,0,0,0,0
222119,2024,61,31,79,45,45,50,45,71,0,0,0,0
222119,2025,71,31,92,45,46,51,45,80,0,0,0,0
222119,2026,82,31,108,45,46,51,45,90,0,0,0,0
222135,2022,59,30,37,58,24,121,41,32,0,0,0,0
222135,2023,78,27,41,68,20,198,43,29,0,0,0,0
222135,2024,102,24,44,79,16,321,45,26,0,0,0,0
222135,2025,135,21,48,92,13,522,47,24,0,0,0,0
222135,2026,178,18,52,108,10,849,49,22,0,0,0,0
222240,2022,37,23,36,22,13,30,18,31,0,0,0,0
222240,2023,39,22,45,20,12,31,17,32,0,0,0,0
222240,2024,41,20,55,18,11,31,16,33,0,0,0,0
222240,2025,43,19,67,17,10,32,15,34,0,0,0,0
222240,2026,46,18,82,15,9,32,14,35,0,0,0,0
222372,2022,32,20,20,23,23,13,20,23,0,0,0,0
222372,2023,41,21,20,27,27,11,28,27,0,0,0,0
222372,2024,53,22,20,31,31,10,38,31,0,0,0,0
222372,2025,69,23,20,37,37,8,53,37,0,0,0,0
222372,2026,89,24,20,43,43,7,73,43,0,0,0,0
223158,2022,35,21,40,46,21,0,0,0,0,0,0,0
223158,2023,42,17,47,62,19,0,0,0,0,0,0,0
223158,2024,50,15,54,82,16,0,0,0,0,0,0,0
223158,2025,59,12,63,110,14,0,0,0,0,0,0,0
223158,2026,70,10,73,147,12,0,0,0,0,0,0,0
223735,2022,36,38,58,50,69,63,66,66,0,0,0,0
223735,2023,33,36,61,50,80,66,80,74,0,0,0,0
223735,2024,31,34,65,50,92,70,97,82,0,0,0,0
223735,2025,28,33,69,50,107,74,117,92,0,0,0,0
223735,2026,26,31,73,51,124,78,141,102,0,0,0,0
223746,2022,37,62,94,51,75,90,75,67,0,0,0,0
223746,2023,27,65,104,48,75,96,75,65,0,0,0,0
223746,2024,20,67,115,46,75,103,75,64,0,0,0,0
223746,2025,15,70,128,43,75,110,75,62,0,0,0,0
223746,2026,11,73,142,41,75,117,75,60,0,0,0,0
223930,2022,0,0,0,0,0,22,178,255,0,0,0,0
223930,2023,0,0,0,0,0,16,171,289,0,0,0,0
223930,2024,0,0,0,0,0,12,164,328,0,0,0,0
223930,2025,0,0,0,0,0,9,158,372,0,0,0,0
223930,2026,0,0,0,0,0,6,152,421,0,0,0,0
224197,2022,0,0,0,0,0,0,207,200,0,0,0,0
224197,2023,0,0,0,0,0,0,225,230,0,0,0,0
224197,2024,0,0,0,0,0,0,246,263,0,0,0,0
224197,2025,0,0,0,0,0,0,268,302,0,0,0,0
224197,2026,0,0,0,0,0,0,292,346,0,0,0,0
225622,2022,121,108,139,77,145,0,0,0,0,0,0,0
225622,2023,174,148,241,79,223,0,0,0,0,0,0,0
225622,2024,250,201,420,81,341,0,0,0,0,0,0,0
225622,2025,358,274,731,83,523,0,0,0,0,0,0,0
225622,2026,513,374,1271,86,802,0,0,0,0,0,0,0
225754,2022,18,14,14,37,8,20,23,19,0,0,0,0
225754,2023,23,13,21,56,6,21,27,18,0,0,0,0
225754,2024,29,12,30,84,5,22,31,18,0,0,0,0
225754,2025,36,12,44,126,4,23,37,17,0,0,0,0
225754,2026,45,11,64,189,4,24,43,16,0,0,0,0
225886,2022,32,40,26,10,17,0,0,0,0,0,0,0
225886,2023,35,47,27,7,15,0,0,0,0,0,0,0
225886,2024,38,54,28,5,13,0,0,0,0,0,0,0
225886,2025,41,63,30,3,12,0,0,0,0,0,0,0
225886,2026,44,73,31,2,10,0,0,0,0,0,0,0
225946,2022,63,75,42,72,72,66,85,83,0,0,0,0
225946,2023,68,82,36,75,71,67,91,98,0,0,0,0
225946,2024,72,89,31,78,69,69,98,117,0,0,0,0
225946,2025,77,96,26,81,67,70,105,139,0,0,0,0
225946,2026,82,105,23,84,65,72,112,165,0,0,0,0
226017,2022,73,116,16,8,12,15,0,0,0,0,0,0
226017,2023,134,300,17,6,9,15,0,0,0,0,0,0
226017,2024,246,775,19,5,7,15,0,0,0,0,0,0
226017,2025,451,2004,20,4,6,15,0,0,0,0,0,0
226017,2026,828,5177,22,4,4,15,0,0,0,0,0,0
226482,2022,110,102,113,89,83,83,0,0,0,0,0,0
226482,2023,116,105,122,83,77,77,0,0,0,0,0,0
226482,2024,122,108,132,78,71,72,0,0,0,0,0,0
226482,2025,128,112,143,73,66,66,0,0,0,0,0,0
226482,2026,134,115,154,68,61,62,0,0,0,0,0,0
226556,2022,13,13,28,18,16,22,29,25,0,0,0,0
226556,2023,11,11,31,16,13,21,34,26,0,0,0,0
226556,2024,10,10,35,14,11,19,39,26,0,0,0,0
226556,2025,8,8,40,13,9,17,46,27,0,0,0,0
226556,2026,7,7,45,11,8,16,54,28,0,0,0,0
226661,2022,34,25,16,25,44,25,28,15,0,0,0,0
226661,2023,39,26,13,25,56,26,32,12,0,0,0,0
226661,2024,45,26,10,26,72,26,36,9,0,0,0,0
226661,2025,52,27,8,26,92,27,41,7,0,0,0,0
226661,2026,60,28,7,27,117,28,46,5,0,0,0,0
226793,2022,39,71,42,22,41,37,26,48,0,0,0,0
226793,2023,45,102,50,21,49,39,27,59,0,0,0,0
226793,2024,51,147,60,19,57,41,29,72,0,0,0,0
226793,2025,58,211,72,17,68,43,31,87,0,0,0,0
226793,2026,67,302,87,16,81,46,33,106,0,0,0,0
226920,2022,36,30,18,38,36,48,0,0,0,0,0,0
226920,2023,45,30,16,37,37,52,0,0,0,0,0,0
226920,2024,55,30,15,36,38,56,0,0,0,0,0,0
226920,2025,67,30,14,34,39,61,0,0,0,0,0,0
226920,2026,82,30,12,33,40,66,0,0,0,0,0,0
227056,2022,16,18,16,8,13,24,179,171,0,0,0,0
227056,2023,17,23,17,6,11,30,380,344,0,0,0,0
227056,2024,19,29,19,5,10,37,806,692,0,0,0,0
227056,2025,20,36,20,4,8,46,1706,1394,0,0,0,0
227056,2026,22,45,22,4,7,57,3611,2806,0,0,0,0
227099,2022,52,65,69,0,0,0,0,0,0,0,0,0
227099,2023,50,72,80,0,0,0,0,0,0,0,0,0
227099,2024,48,78,92,0,0,0,0,0,0,0,0,0
227099,2025,46,86,106,0,0,0,0,0,0,0,0,0
227099,2026,44,94,123,0,0,0,0,0,0,0,0,0
227331,2022,18,56,41,37,42,25,11,18,0,0,0,0
227331,2023,16,70,49,46,50,25,8,17,0,0,0,0
227331,2024,15,87,57,58,60,25,6,16,0,0,0,0
227331,2025,14,109,68,73,72,25,4,15,0,0,0,0
227331,2026,12,137,81,91,87,25,3,14,0,0,0,0
228010,2022,46,50,26,47,40,55,35,26,0,0,0,0
228010,2023,53,56,22,50,40,67,35,22,0,0,0,0
228010,2024,61,64,20,53,40,83,36,20,0,0,0,0
228010,2025,71,72,17,57,41,102,36,17,0,0,0,0
228010,2026,82,81,15,60,41,126,37,15,0,0,0,0
228877,2022,22,21,26,33,15,27,46,42,0,0,0,0
228877,2023,21,17,27,36,11,30,54,50,0,0,0,0
228877,2024,19,15,29,39,8,34,63,60,0,0,0,0
228877,2025,17,12,31,43,6,38,74,72,0,0,0,0
228877,2026,16,10,33,48,4,42,86,87,0,0,0,0
228940,2022,65,60,68,65,112,82,65,102,0,0,0,0
228940,2023,61,56,63,56,125,80,53,109,0,0,0,0
228940,2024,57,52,57,48,140,78,43,117,0,0,0,0
228940,2025,54,49,52,42,157,77,35,126,0,0,0,0
228940,2026,50,46,48,36,176,75,29,136,0,0,0,0
229199,2022,0,0,0,0,0,28,137,118,0,0,0,0
229199,2023,0,0,0,0,0,27,135,116,0,0,0,0
229199,2024,0,0,0,0,0,26,132,114,0,0,0,0
229199,2025,0,0,0,0,0,25,130,112,0,0,0,0
229199,2026,0,0,0,0,0,24,128,110,0,0,0,0
229377,2022,0,0,0,0,0,150,137,177,0,0,0,0
229377,2023,0,0,0,0,0,142,135,174,0,0,0,0
229377,2024,0,0,0,0,0,134,133,171,0,0,0,0
229377,2025,0,0,0,0,0,126,130,168,0,0,0,0
229377,2026,0,0,0,0,0,119,128,165,0,0,0,0
229393,2022,32,41,19,18,30,17,19,52,0,0,0,0
229393,2023,41,56,18,16,36,15,19,67,0,0,0,0
229393,2024,53,77,18,14,44,13,19,87,0,0,0,0
229393,2025,69,107,17,13,53,12,18,114,0,0,0,0
229393,2026,89,147,16,11,64,10,18,148,0,0,0,0
229520,2022,37,43,38,37,27,42,35,30,0,0,0,0
229520,2023,41,47,42,41,25,50,35,30,0,0,0,0
229520,2024,44,52,47,44,24,60,36,30,0,0,0,0
229520,2025,48,57,52,48,22,72,36,30,0,0,0,0
229520,2026,52,63,57,52,20,87,37,30,0,0,0,0
229580,2022,12,37,44,24,77,125,63,32,0,0,0,0
229580,2023,9,46,56,20,109,211,100,35,0,0,0,0
229580,2024,7,58,72,17,154,354,158,38,0,0,0,0
229580,2025,6,73,92,14,218,595,251,41,0,0,0,0
229580,2026,4,91,117,12,309,999,398,44,0,0,0,0
229647,2022,71,67,89,76,98,40,65,71,0,0,0,0
229647,2023,79,83,114,105,148,37,94,91,0,0,0,0
229647,2024,87,103,146,145,224,33,137,118,0,0,0,0
229647,2025,96,128,186,201,339,30,198,153,0,0,0,0
229647,2026,106,158,238,278,513,27,288,197,0,0,0,0
229652,2022,20,37,11,13,37,0,0,0,0,0,0,0
229652,2023,21,56,8,11,56,0,0,0,0,0,0,0
229652,2024,22,84,6,10,84,0,0,0,0,0,0,0
229652,2025,23,126,4,8,126,0,0,0,0,0,0,0
229652,2026,24,189,3,7,189,0,0,0,0,0,0,0
230561,2022,33,41,37,33,25,43,14,12,0,0,0,0
230561,2023,36,49,46,36,25,61,13,15,0,0,0,0
230561,2024,39,57,58,39,26,88,12,19,0,0,0,0
230561,2025,43,68,73,43,26,126,12,24,0,0,0,0
230561,2026,48,81,91,48,27,181,11,30,0,0,0,0
230693,2022,25,51,16,34,22,25,39,25,0,0,0,0
230693,2023,26,75,13,39,20,25,43,25,0,0,0,0
230693,2024,26,110,11,45,18,26,48,25,0,0,0,0
230693,2025,27,161,9,52,17,26,54,25,0,0,0,0
230693,2026,28,237,8,60,15,27,60,25,0,0,0,0
230774,2022,51,24,17,29,40,0,0,0,0,0,0,0
230774,2023,58,20,12,25,36,0,0,0,0,0,0,0
230774,2024,67,17,9,21,33,0,0,0,0,0,0,0
230774,2025,76,14,6,18,30,0,0,0,0,0,0,0
230774,2026,87,12,4,15,27,0,0,0,0,0,0,0
230820,2022,100,143,108,155,94,145,0,0,0,0,0,0
230820,2023,112,185,117,186,89,162,0,0,0,0,0,0
230820,2024,125,241,127,223,84,182,0,0,0,0,0,0
230820,2025,140,314,137,267,79,203,0,0,0,0,0,0
230820,2026,156,408,149,320,75,227,0,0,0,0,0,0
231533,2022,32,64,74,37,80,49,48,91,0,0,0,0
231533,2023,26,69,85,31,93,45,43,112,0,0,0,0
231533,2024,21,74,98,26,107,41,38,137,0,0,0,0
231533,2025,17,80,112,22,124,37,34,168,0,0,0,0
