Board Number|Board Name|School Number|School Name|School Type|School Level|School Language|Junior Kindergarten Enrolment|Kindergarten Enrolment|Grade 1 Enrolment|Grade 2 Enrolment|Grade 3 Enrolment|Grade 4 Enrolment|Grade 5 Enrolment|Grade 6 Enrolment|Grade 7 Enrolment|Grade 8 Enrolment|Grade 9 Enrolment|Grade 10 Enrolment|Grade 11 Enrolment|Grade 12 Enrolment
B66117|Upper Grand DSB|586866|Ken Danby Public School|Public|Elementary|English|45|60|50|50|50|60|60|55|55|60||||
B66117|Upper Grand DSB|289060|Kenilworth Public School|Public|Elementary|English|<10|10|<10|15|<10|15|<10|<10||||||
B66117|Upper Grand DSB|145882|Kortright Hills Public School|Public|Elementary|English|35|50|45|50|40|35|50|55|55|50||||
B66117|Upper Grand DSB|311316|Laurelwoods Elementary School|Public|Elementary|English|15|25|30|35|20|35|20|25|30|30||||
B66117|Upper Grand DSB|371483|Maryborough Public School|Public|Elementary|English|20|25|25|25|25|25|25|10||||||
B66117|Upper Grand DSB|366668|Minto-Clifford Central Public School|Public|Elementary|English|45|45|45|60|55|40|50|40|50|50||||
B66117|Upper Grand DSB|368644|Mitchell Woods Public School|Public|Elementary|English|40|55|45|60|50|55|50|55|60|55||||
B66117|Upper Grand DSB|369535|Mono-Amaranth Public School|Public|Elementary|English|10|10|20|15|20|15|20|65|65|80||||
B66117|Upper Grand DSB|368822|Montgomery Village Public School|Public|Elementary|English|40|50|40|45|45|55|60|60|50|55||||
B66117|Upper Grand DSB|931284|Norwell District Secondary School|Public|Secondary|English|||||||||||155|150|180|185
B66117|Upper Grand DSB|932450|Orangeville District Secondary School|Public|Secondary|English|||||||||||250|265|275|345
B66117|Upper Grand DSB|428817|Ottawa Crescent Public School|Public|Elementary|English|25|25|30|30|25|40|35|25||||||
B66117|Upper Grand DSB|431150|Paisley Road Public School|Public|Elementary|English|45|50|50|70|80|45|65|25||||||
B66117|Upper Grand DSB|432458|Palmerston Public School|Public|Elementary|English|45|50|55|40|40|65|30|45|40|35||||
B66117|Upper Grand DSB|434639|Parkinson Centennial School|Public|Elementary|English|50|60|60|55|45|50|25|30|35|40||||
B66117|Upper Grand DSB|450006|Ponsonby Public School|Public|Elementary|English|15|20|25|30|20|25|20|30||||||
B66117|Upper Grand DSB|452491|Primrose Elementary School|Public|Elementary|English|50|60|45|45|50|45|40|50|45|50||||
B66117|Upper Grand DSB|457159|Princess Elizabeth Public School|Public|Elementary|English|60|75|65|80|80|55|70|25|25|30||||
B66117|Upper Grand DSB|457930|Princess Margaret Public School|Public|Elementary|English|25|30|30|30|20|35|35|40|25|30||||
B66117|Upper Grand DSB|458384|Priory Park Public School|Public|Elementary|English|30|25|30|25|20|25|25|20||||||
B66117|Upper Grand DSB|271678|Rickson Ridge Public School|Public|Elementary|English|55|55|30|45|45|45|55|60|50|60||||
B66117|Upper Grand DSB|488879|Rockwood Centennial Public School|Public|Elementary|English|<10|10|20|10|25|20|25|55|90|95||||
B66117|Upper Grand DSB|185329|Ross R MacKay Public School|Public|Elementary|English|15|15|10|10|<10|15|<10|15||||||
B66117|Upper Grand DSB|497193|Salem Public School|Public|Elementary|English|35|20|35|35|30|20|30|40||||||
B66117|Upper Grand DSB|460796|Sir Isaac Brock Public School|Public|Elementary|English|45|35|40|55|50|50|60|70|55|65||||
B66117|Upper Grand DSB|477283|Spencer Avenue Elementary School|Public|Elementary|English|30|25|30|20|30|40|45|55|35|30||||
B66117|Upper Grand DSB|548618|Taylor Evans Public School|Public|Elementary|English|45|45|50|45|35|40|55|45|40|45||||
B66117|Upper Grand DSB|460015|Victoria Cross Public School|Public|Elementary|English|35|45|40|45|45|30|45|30|40|40||||
B66117|Upper Grand DSB|576107|Victoria Terrace Public School|Public|Elementary|English|30|30|30|25|25|30|25|20||||||
B66117|Upper Grand DSB|577014|Victory Public School|Public|Elementary|English|40|45|40|55|50|35|15|15||||||
B66117|Upper Grand DSB|590665|Waverley Drive Public School|Public|Elementary|English|35|25|35|25|25|70|70|70|120|80||||
B66117|Upper Grand DSB|953555|Wellington Heights Secondary School|Public|Secondary|English|||||||||||100|115|100|150
B66117|Upper Grand DSB|381646|Westminster Woods Public School|Public|Elementary|English|65|60|55|65|65|60|90|70|75|85||||
B66117|Upper Grand DSB|947253|Westside Secondary School|Public|Secondary|English|||||||||||170|195|220|215
B66117|Upper Grand DSB|603244|Westwood Public School|Public|Elementary|English|35|40|40|35|45|35|35|40|35|40||||
B66117|Upper Grand DSB|363687|William C. Winegard Public School|Public|Elementary|English|55|60|50|55|45|35|40|40|40|35||||
B66117|Upper Grand DSB|609552|Willow Road Public School|Public|Elementary|English|25|20|25|20|15|15|20|20|95|100||||
B67148|Waterloo CDSB|690767|Blessed Sacrament Catholic Elementary School|Catholic|Elementary|English|50|35|40|45|50|35|40|40|40|45||||
B67148|Waterloo CDSB|693693|Canadian Martyrs Catholic Elementary School|Catholic|Elementary|English|25|35|45|40|30|30|40|35|35|35||||
B67148|Waterloo CDSB|697460|Christ The King Catholic Elementary School|Catholic|Elementary|English|20|20|25|25|25|20|40|30|25|30||||
B67148|Waterloo CDSB|716790|Holy Family Catholic Elementary School|Catholic|Elementary|English|50|40|40|40|35|25|25|25|20|25||||
B67148|Waterloo CDSB|718920|Holy Rosary Catholic Elementary School|Catholic|Elementary|English|40|30|40|25|20|35|40|30|40|50||||
B67148|Waterloo CDSB|720208|Holy Spirit Catholic Elementary School|Catholic|Elementary|English|40|45|60|60|60|50|60|60|80|80||||
B67148|Waterloo CDSB|724602|John Sweeney Catholic Elementary School|Catholic|Elementary|English|65|70|70|75|70|65|85|80|85|110||||
B67148|Waterloo CDSB|732320|Monsignor Doyle Catholic Secondary School|Catholic|Secondary|English|||||||||||245|250|215|300
B67148|Waterloo CDSB|732338|Monsignor Haller Catholic Elementary School|Catholic|Elementary|English|30|25|20|25|30|25|25|25|20|20||||
B67148|Waterloo CDSB|743186|Our Lady of Fatima Catholic Elementary School|Catholic|Elementary|English|40|40|40|60|35|45|40|40|30|35||||
B67148|Waterloo CDSB|744700|Our Lady of Grace Catholic Elementary School|Catholic|Elementary|English|40|35|30|45|30|30|25|35|40|40||||
B67148|Waterloo CDSB|746304|Our Lady of Lourdes Catholic Elementary School|Catholic|Elementary|English|30|45|40|40|45|30|40|35|45|30||||
B67148|Waterloo CDSB|753009|Resurrection Catholic Secondary School|Catholic|Secondary|English|||||||||||370|370|375|455
B67148|Waterloo CDSB|829936|Saint John Paul II Catholic Elementary School|Catholic|Elementary|English|50|70|75|75|90|100|80|80|75|60||||
B67148|Waterloo CDSB|764450|Sir Edgar Bauer Catholic Elementary School|Catholic|Elementary|English|40|45|40|45|50|45|30|30|30|45||||
B67148|Waterloo CDSB|765678|St Agnes Catholic Elementary School|Catholic|Elementary|English|50|50|50|40|50|35|45|35|30|45||||
B67148|Waterloo CDSB|766844|St Aloysius Catholic Elementary School|Catholic|Elementary|English|40|55|40|45|35|45|40|45|40|40||||
B67148|Waterloo CDSB|771007|St Anne Catholic Elementary School|Catholic|Elementary|English|60|60|55|70|60|50|70|45|40|50||||
B67148|Waterloo CDSB|770876|St Anne Catholic Elementary School|Catholic|Elementary|English|50|50|40|35|45|45|50|45|45|35||||
B67148|Waterloo CDSB|765694|St Augustine Catholic Elementary School|Catholic|Elementary|English|30|45|40|45|35|45|45|40|60|45||||
B67148|Waterloo CDSB|776726|St Benedict Catholic Secondary School|Catholic|Secondary|English|||||||||||370|380|395|450
B67148|Waterloo CDSB|777501|St Bernadette Catholic Elementary School|Catholic|Elementary|English|35|35|30|15|20|25|35|30|25|35||||
B67148|Waterloo CDSB|866296|St Boniface Catholic Elementary School|Catholic|Elementary|English|25|20|20|20|15|15|10|10|15|<10||||
B67148|Waterloo CDSB|780650|St Brigid Catholic Elementary School|Catholic|Elementary|English|25|35|20|25|30|20|20|25|30|20||||
B67148|Waterloo CDSB|866555|St Clement Catholic Elementary School|Catholic|Elementary|English|25|20|20|20|25|25|15|30|10|25||||
B67148|Waterloo CDSB|785695|St Daniel Catholic Elementary School|Catholic|Elementary|English|60|50|55|60|50|45|45|40|40|35||||
B67148|Waterloo CDSB|786217|St David Catholic Secondary School|Catholic|Secondary|English|||||||||||210|220|245|275
B67148|Waterloo CDSB|786772|St Dominic Savio Catholic Elementary School|Catholic|Elementary|English|50|45|45|50|50|45|50|55|50|60||||
B67148|Waterloo CDSB|788694|St Elizabeth Catholic Elementary School|Catholic|Elementary|English|40|30|40|40|40|40|40|35|40|50||||
B67148|Waterloo CDSB|831724|St Gabriel Catholic Elementary School|Catholic|Elementary|English|40|40|45|35|60|55|40|50|20|45||||
B67148|Waterloo CDSB|795445|St Gregory Catholic Elementary School|Catholic|Elementary|English|15|15|20|15|10|10|20|15|25|20||||
B67148|Waterloo CDSB|801682|St John Catholic Elementary School|Catholic|Elementary|English|65|75|70|70|70|80|55|55|50|45||||
B67148|Waterloo CDSB|814687|St Joseph Catholic Elementary School|Catholic|Elementary|English|20|20|25|25|20|20|30|35|15|30||||
B67148|Waterloo CDSB|690023|St Kateri Tekakwitha Catholic Elementary School|Catholic|Elementary|English|55|40|55|55|45|55|60|55|50|70||||
B67148|Waterloo CDSB|820512|St Luke Catholic Elementary School|Catholic|Elementary|English|35|35|40|35|35|40|45|45|50|55||||
B67148|Waterloo CDSB|821330|St Margaret Catholic Elementary School|Catholic|Elementary|English|20|20|35|40|35|30|30|25|40|40||||
B67148|Waterloo CDSB|823317|St Mark Catholic Elementary School|Catholic|Elementary|English|25|30|25|30|35|30|30|30|35|30||||
B67148|Waterloo CDSB|832103|St Mary's High School|Catholic|Secondary|English|||||||||||520|470|465|635
B67148|Waterloo CDSB|832375|St Matthew Catholic Elementary School|Catholic|Elementary|English|40|45|40|40|30|45|45|55|40|55||||
B67148|Waterloo CDSB|834440|St Michael Catholic Elementary School|Catholic|Elementary|English|30|35|30|35|35|30|35|35|25|30||||
B67148|Waterloo CDSB|836303|St Nicholas Catholic Elementary School|Catholic|Elementary|English|15|30|25|30|30|40|45|45|55|45||||
B67148|Waterloo CDSB|841331|St Paul Catholic Elementary School|Catholic|Elementary|English|35|50|45|40|45|35|35|40|35|40||||
B67148|Waterloo CDSB|845108|St Peter Catholic Elementary School|Catholic|Elementary|English|15|25|25|20|20|30|25|30|30|25||||
B67148|Waterloo CDSB|851213|St Teresa Catholic Elementary School|Catholic|Elementary|English|25|30|25|25|25|20|25|25|25|20||||
B67148|Waterloo CDSB|851736|St Teresa of Avila Catholic Elementary School|Catholic|Elementary|English|20|15|15|20|25|25|15|25|20|20||||
B67148|Waterloo CDSB|856592|St Timothy Catholic Elementary School|Catholic|Elementary|English|25|25|30|30|25|30|30|25|35|25||||
B67148|Waterloo CDSB|858013|St Vincent de Paul Catholic Elementary School|Catholic|Elementary|English|80|85|55|55|45|60|60|75|70|70||||
B67148|Waterloo CDSB|733121|St. Teresa of Calcutta Catholic Elementary School|Catholic|Elementary|English|40|35|40|40|50|45|50|50|45|55||||
B66176|Waterloo Region DSB|001058|A R Kaufman Public School|Public|Elementary|English|40|40|35|30|30|45|40|30|45|45||||
B66176|Waterloo Region DSB|000671|Abraham Erb Public School|Public|Elementary|English|45|50|55|60|80|65|65|60||||||
B66176|Waterloo Region DSB|013900|Alpine Public School|Public|Elementary|English|30|40|25|35|40|40|35|30||||||
B66176|Waterloo Region DSB|028541|Avenue Road Public School|Public|Elementary|English|35|30|30|25|35|30|30|30|110|110||||
B66176|Waterloo Region DSB|029459|Ayr Public School|Public|Elementary|English|30|20|20|20|20|25|30|35||||||
B66176|Waterloo Region DSB|034363|Baden Public School|Public|Elementary|English|60|50|55|70|55|70|65|55|55|60||||
B66176|Waterloo Region DSB|050512|Blair Road Public School|Public|Elementary|English|30|45|35|35|45|35|25|45||||||
B66176|Waterloo Region DSB|895458|Bluevale Collegiate Institute|Public|Secondary|English|||||||||||270|320|280|370
B66176|Waterloo Region DSB|588849|Breslau Public School|Public|Elementary|English|70|60|65|70|65|75|65|70|85|65||||
B66176|Waterloo Region DSB|061697|Bridgeport Public School|Public|Elementary|English|45|45|45|50|40|40|45|45||||||
B66176|Waterloo Region DSB|034355|Brigadoon Public School|Public|Elementary|English|60|85|70|80|75|90|80|50||||||
B66176|Waterloo Region DSB|898090|Cameron Heights Collegiate Institute|Public|Secondary|English|||||||||||390|440|425|520
B66176|Waterloo Region DSB|089451|Cedar Creek Public School|Public|Elementary|English|40|50|65|40|55|50|40|50|80|65||||
B66176|Waterloo Region DSB|089699|Cedarbrae Public School|Public|Elementary|English|25|30|20|35|25|30|30|40||||||
B66176|Waterloo Region DSB|090166|Centennial (Cambridge) Public School|Public|Elementary|English|25|25|30|30|20|25|25|35||||||
B66176|Waterloo Region DSB|090220|Centennial (Waterloo) Public School|Public|Elementary|English|||||||||230|220||||
B66176|Waterloo Region DSB|091332|Central Public School|Public|Elementary|English|40|35|30|40|35|30|30|20||||||
B66176|Waterloo Region DSB|100170|Chalmers Street Public School|Public|Elementary|English|60|60|60|55|50|55|50|45||||||
B66176|Waterloo Region DSB|634232|Chicopee Hills Public School|Public|Elementary|English|55|80|60|80|55|50|75|65|110|115||||
B66176|Waterloo Region DSB|108693|Clemens Mill Public School|Public|Elementary|English|45|40|40|55|50|50|45|65|130|155||||
B66176|Waterloo Region DSB|620432|Conestogo Public School|Public|Elementary|English|15|20|20|25|20|30|25|25|40|30||||
B66176|Waterloo Region DSB|124354|Coronation Public School|Public|Elementary|English|45|40|45|45|45|35|50|55||||||
B66176|Waterloo Region DSB|125555|Country Hills Public School|Public|Elementary|English|50|40|60|45|40|60|45|50||||||
B66176|Waterloo Region DSB|126179|Courtland Avenue Public School|Public|Elementary|English|||||||||135|115||||
B66176|Waterloo Region DSB|127876|Crestview Public School|Public|Elementary|English|35|45|50|45|60|45|55|50||||||
B66176|Waterloo Region DSB|588970|Doon Public School|Public|Elementary|English|||||||||205|215||||
B66176|Waterloo Region DSB|144266|Driftwood Park Public School|Public|Elementary|English|60|55|45|55|55|60|55|50||||||
B66176|Waterloo Region DSB|907499|Eastwood Collegiate Institute|Public|Secondary|English|||||||||||275|255|270|465
B66176|Waterloo Region DSB|134618|Edna Staebler Public School|Public|Elementary|English|50|45|60|60|55|75|75|80|80|75||||
B66176|Waterloo Region DSB|170682|Elgin Street Public School|Public|Elementary|English|60|50|45|55|50|50|50|45||||||
B66176|Waterloo Region DSB|171417|Elizabeth Ziegler Public School|Public|Elementary|English|50|50|55|65|35|65|60|70||||||
B66176|Waterloo Region DSB|908142|Elmira District Secondary School|Public|Secondary|English|||||||||||320|325|330|355
B66176|Waterloo Region DSB|181030|Empire Public School|Public|Elementary|English|60|85|80|75|65|90|70|90||||||
B66176|Waterloo Region DSB|199389|Floradale Public School|Public|Elementary|English|20|20|30|25|30|30|20|35|25|20||||
B66176|Waterloo Region DSB|201421|Forest Glen Public School|Public|Elementary|English|40|60|35|40|55|40|50|45|80|60||||
B66176|Waterloo Region DSB|910350|Forest Heights Collegiate Institute|Public|Secondary|English|||||||||||250|240|260|360
B66176|Waterloo Region DSB|201448|Forest Hill Public School|Public|Elementary|English|60|65|45|45|65|65|65|65||||||
B66176|Waterloo Region DSB|203394|Franklin Public School|Public|Elementary|English|65|65|75|65|75|65|85|85||||||
B66176|Waterloo Region DSB|911399|Galt Collegiate and Vocational Institute|Public|Secondary|English|||||||||||205|240|215|300
B66176|Waterloo Region DSB|217891|Glencairn Public School|Public|Elementary|English|35|45|30|35|40|40|30|45||||||
B66176|Waterloo Region DSB|913340|Glenview Park Secondary School|Public|Secondary|English|||||||||||260|205|235|270
B66176|Waterloo Region DSB|914070|Grand River Collegiate Institute|Public|Secondary|English|||||||||||315|280|260|395
B66176|Waterloo Region DSB|226920|Grand View Public School|Public|Elementary|English|20|25|20|40|30|50|35|40||||||
B66176|Waterloo Region DSB|384097|Grandview Public School|Public|Elementary|English|35|25|40|25|30|20|30|25||||||
B66176|Waterloo Region DSB|609422|Groh Public School|Public|Elementary|English|95|90|95|85|80|65|75|65|75|85||||
B66176|Waterloo Region DSB|095230|Hespeler Public School|Public|Elementary|English|45|55|65|70|80|60|65|70|95|90||||
B66176|Waterloo Region DSB|255653|Highland Public School|Public|Elementary|English|50|60|60|55|70|70|55|65||||||
B66176|Waterloo Region DSB|257605|Hillcrest Public School|Public|Elementary|English|45|55|45|50|35|40|45|50||||||
B66176|Waterloo Region DSB|266183|Howard Robertson Public School|Public|Elementary|English|40|40|50|50|40|45|45|50||||||
B66176|Waterloo Region DSB|917931|Huron Heights Secondary School|Public|Secondary|English|||||||||||420|375|410|395
B66176|Waterloo Region DSB|279595|J F Carmichael Public School|Public|Elementary|English|55|65|50|65|55|65|50|45||||||
B66176|Waterloo Region DSB|486336|J W Gerth Public School|Public|Elementary|English|45|50|50|65|60|85|90|75||||||
B66176|Waterloo Region DSB|918555|Jacob Hespeler Secondary School|Public|Secondary|English|||||||||||230|295|260|330
