School Number,Year,School Type,School Level,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,Total Enrolment
382191,2021-2022,Public,Elementary,20,20,15,15,15,15,15,15,0,0,0,0,130
435708,2021-2022,Public,Elementary,60,40,40,55,45,50,10,10,0,0,0,0,310
99520,2021-2022,Public,Elementary,20,20,25,20,25,25,20,20,0,0,0,0,175
575194,2021-2022,Public,Elementary,20,15,10,20,20,20,0,0,0,0,0,0,105
48305,2021-2022,Public,Elementary,35,25,25,25,30,20,25,25,0,0,0,0,210
68454,2021-2022,Public,Elementary,65,65,70,65,15,20,20,30,0,0,0,0,350
489425,2021-2022,Public,Elementary,0,0,0,60,40,55,55,65,0,0,0,0,275
503630,2021-2022,Public,Elementary,0,0,0,45,55,50,50,50,0,0,0,0,250
99783,2021-2022,Public,Elementary,35,30,35,30,35,40,35,35,0,0,0,0,275
575976,2021-2022,Public,Elementary,55,60,60,0,0,0,0,0,0,0,0,0,175
568694,2021-2022,Public,Elementary,25,35,20,25,20,35,25,25,0,0,0,0,210
590002,2021-2022,Public,Elementary,20,10,10,10,10,10,10,15,0,0,0,0,95
606138,2021-2022,Public,Elementary,0,0,0,10,15,10,10,10,0,0,0,0,55
620173,2021-2022,Public,Elementary,25,20,30,25,35,20,15,25,0,0,0,0,195
891630,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,75,90,70,100,335
557661,2021-2022,Public,Elementary,0,0,0,0,0,0,75,85,0,0,0,0,160
20389,2021-2022,Public,Elementary,35,55,55,45,40,45,0,0,0,0,0,0,275
892807,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,30,30,40,30,130
33990,2021-2022,Public,Elementary,0,0,0,0,0,0,30,35,0,0,0,0,65
253543,2021-2022,Public,Elementary,0,0,0,0,0,0,90,90,0,0,0,0,180
38598,2021-2022,Public,Elementary,70,55,55,55,50,60,0,0,0,0,0,0,345
247005,2021-2022,Public,Elementary,60,65,60,70,70,65,0,0,0,0,0,0,390
896578,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,100,125,110,145,480
73911,2021-2022,Public,Elementary,40,35,40,45,40,40,0,0,0,0,0,0,240
76643,2021-2022,Public,Elementary,50,60,60,45,40,35,0,0,0,0,0,0,290
898520,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,160,150,145,170,625
559939,2021-2022,Public,Elementary,0,0,0,0,0,0,150,140,0,0,0,0,290
90107,2021-2022,Public,Elementary,20,20,20,20,15,15,0,0,0,0,0,0,110
94846,2021-2022,Public,Elementary,65,55,70,55,65,55,0,0,0,0,0,0,365
262508,2021-2022,Public,Elementary,0,0,0,0,0,0,55,50,0,0,0,0,105
897876,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,50,60,50,65,225
106283,2021-2022,Public,Elementary,30,25,30,20,25,20,0,0,0,0,0,0,150
517488,2021-2022,Public,Elementary,30,25,25,45,35,45,50,65,0,0,0,0,320
120324,2021-2022,Public,Elementary,30,35,30,25,20,30,0,0,0,0,0,0,170
902810,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,140,135,135,150,560
477957,2021-2022,Public,Elementary,0,0,0,0,0,0,95,105,0,0,0,0,200
149209,2021-2022,Public,Elementary,15,10,10,10,10,10,0,0,0,0,0,0,65
170631,2021-2022,Public,Elementary,35,35,30,50,35,35,40,35,0,0,0,0,295
157376,2021-2022,Public,Elementary,60,60,65,65,45,60,0,0,0,0,0,0,355
331317,2021-2022,Public,Elementary,15,15,10,20,15,15,0,0,0,0,0,0,90
269852,2021-2022,Public,Elementary,0,0,0,0,0,0,80,65,0,0,0,0,145
911526,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,95,65,70,90,320
218111,2021-2022,Public,Elementary,10,15,10,15,15,20,0,0,0,0,0,0,85
913219,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,45,55,55,55,210
174498,2021-2022,Public,Elementary,0,0,0,0,0,0,40,45,0,0,0,0,85
278149,2021-2022,Public,Elementary,25,45,40,40,35,45,0,0,0,0,0,0,230
288934,2021-2022,Public,Elementary,60,70,70,70,70,70,0,0,0,0,0,0,410
303429,2021-2022,Public,Elementary,25,25,25,25,25,25,0,0,0,0,0,0,150
314153,2021-2022,Public,Elementary,20,20,25,25,15,25,0,0,0,0,0,0,130
319740,2021-2022,Public,Elementary,25,20,25,35,25,35,30,40,0,0,0,0,235
320498,2021-2022,Public,Elementary,25,25,30,35,35,45,0,0,0,0,0,0,195
325538,2021-2022,Public,Elementary,25,15,20,20,20,30,0,0,0,0,0,0,130
334901,2021-2022,Public,Elementary,15,10,20,10,15,10,0,0,0,0,0,0,80
349259,2021-2022,Public,Elementary,10,10,15,10,15,10,0,0,0,0,0,0,70
349623,2021-2022,Public,Elementary,30,30,30,35,20,15,0,0,0,0,0,0,160
356417,2021-2022,Public,Elementary,20,15,25,20,15,15,0,0,0,0,0,0,110
361992,2021-2022,Public,Elementary,15,15,20,20,20,15,0,0,0,0,0,0,105
483672,2021-2022,Public,Elementary,25,30,20,20,35,30,40,25,0,0,0,0,225
374474,2021-2022,Public,Elementary,20,20,20,15,25,15,0,0,0,0,0,0,115
13617,2021-2022,Public,Elementary,35,30,40,35,35,35,0,0,0,0,0,0,210
382825,2021-2022,Public,Elementary,35,35,35,30,35,20,0,0,0,0,0,0,190
929590,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,95,75,60,60,290
153822,2021-2022,Public,Elementary,0,0,0,0,0,0,95,90,0,0,0,0,185
177911,2021-2022,Public,Elementary,10,10,15,10,15,10,0,0,0,0,0,0,70
929859,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,145,130,155,170,600
35240,2021-2022,Public,Elementary,0,0,0,0,0,0,130,130,0,0,0,0,260
47180,2021-2022,Public,Elementary,10,10,10,15,15,10,0,0,0,0,0,0,70
430110,2021-2022,Public,Elementary,10,10,10,10,10,10,0,0,0,0,0,0,60
431303,2021-2022,Public,Elementary,15,20,25,15,20,20,0,0,0,0,0,0,115
101112,2021-2022,Public,Elementary,0,0,0,0,0,0,125,115,0,0,0,0,240
935050,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,155,120,135,115,525
26727,2021-2022,Public,Elementary,25,20,35,25,30,30,0,0,0,0,0,0,165
452297,2021-2022,Public,Elementary,35,40,45,45,55,60,50,50,0,0,0,0,380
468428,2021-2022,Public,Elementary,35,35,35,40,30,35,0,0,0,0,0,0,210
938300,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,60,70,60,65,255
26666,2021-2022,Public,Elementary,0,0,0,0,0,0,75,70,0,0,0,0,145
483834,2021-2022,Public,Elementary,20,10,10,10,20,10,0,0,0,0,0,0,80
935425,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,65,75,55,70,265
621684,2021-2022,Public,Elementary,0,0,0,0,0,0,65,65,0,0,0,0,130
488542,2021-2022,Public,Elementary,60,80,65,85,50,75,0,0,0,0,0,0,415
492957,2021-2022,Public,Elementary,15,15,15,15,15,20,0,0,0,0,0,0,95
28851,2021-2022,Public,Elementary,35,30,40,25,35,30,0,0,0,0,0,0,195
937673,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,75,85,55,85,300
494666,2021-2022,Public,Elementary,0,0,0,0,0,0,75,80,0,0,0,0,155
494070,2021-2022,Public,Elementary,45,40,40,40,35,35,0,0,0,0,0,0,235
918415,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,60,70,55,60,245
517732,2021-2022,Public,Elementary,0,0,0,0,0,0,60,70,0,0,0,0,130
942596,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,145,155,150,180,630
524654,2021-2022,Public,Elementary,50,50,45,40,55,65,0,0,0,0,0,0,305
129038,2021-2022,Public,Elementary,30,40,20,30,35,30,0,0,0,0,0,0,185
167126,2021-2022,Public,Elementary,20,20,25,30,15,20,0,0,0,0,0,0,130
942987,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,100,90,85,85,360
386470,2021-2022,Public,Elementary,0,0,0,0,0,0,75,90,0,0,0,0,165
540056,2021-2022,Public,Elementary,0,0,0,0,0,0,105,110,0,0,0,0,215
944670,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,110,115,105,110,440
544582,2021-2022,Public,Elementary,20,10,10,15,10,10,0,0,0,0,0,0,75
945072,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,15,60,90,680,845
91610,2021-2022,Public,Elementary,0,0,0,0,0,0,115,115,0,0,0,0,230
946648,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,125,100,95,125,445
463655,2021-2022,Public,Elementary,25,45,30,25,30,30,0,0,0,0,0,0,185
536849,2021-2022,Public,Elementary,40,35,35,45,30,40,0,0,0,0,0,0,225
550795,2021-2022,Public,Elementary,45,40,45,30,50,35,0,0,0,0,0,0,245
472181,2021-2022,Public,Elementary,0,0,0,0,0,0,150,150,0,0,0,0,300
948314,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,155,155,160,160,630
557250,2021-2022,Public,Elementary,25,20,20,25,25,30,0,0,0,0,0,0,145
615129,2021-2022,Public,Elementary,30,40,30,20,30,30,0,0,0,0,0,0,180
949094,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,85,70,65,75,295
578444,2021-2022,Public,Elementary,45,60,45,55,65,55,0,0,0,0,0,0,325
56103,2021-2022,Public,Elementary,25,30,20,20,25,30,0,0,0,0,0,0,150
601977,2021-2022,Public,Elementary,40,55,55,50,50,50,0,0,0,0,0,0,300
609285,2021-2022,Public,Elementary,40,45,45,55,50,55,0,0,0,0,0,0,290
613150,2021-2022,Public,Elementary,40,30,40,50,50,45,0,0,0,0,0,0,255
461059,2021-2022,Public,Elementary,35,40,40,40,40,45,50,40,0,0,0,0,330
438170,2021-2022,Public,Elementary,10,10,15,15,15,15,0,0,0,0,0,0,80
24252,2021-2022,Public,Elementary,30,50,25,40,35,30,40,40,0,0,0,0,290
57380,2021-2022,Public,Elementary,35,25,35,40,30,40,0,0,0,0,0,0,205
185191,2021-2022,Public,Elementary,55,45,45,40,50,40,0,0,0,0,0,0,275
899283,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,355,365,395,480,1595
90247,2021-2022,Public,Elementary,50,50,40,45,25,35,40,40,0,0,0,0,325
93696,2021-2022,Public,Elementary,25,25,30,40,25,25,0,0,0,0,0,0,170
900214,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,195,240,205,225,865
99139,2021-2022,Public,Elementary,15,15,20,10,25,15,15,25,0,0,0,0,140
909831,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,280,305,310,365,1260
902462,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,80,85,100,140,405
418790,2021-2022,Public,Elementary,45,50,45,50,55,40,45,55,0,0,0,0,385
953571,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,90,90
148539,2021-2022,Public,Elementary,45,30,40,30,30,30,55,40,0,0,0,0,300
947245,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,30,30
208310,2021-2022,Public,Elementary,10,20,20,15,20,15,15,15,0,0,0,0,130
61228,2021-2022,Public,Elementary,35,40,30,60,40,45,70,65,0,0,0,0,385
158764,2021-2022,Public,Elementary,55,35,45,50,35,30,30,35,0,0,0,0,315
506264,2021-2022,Public,Elementary,35,45,45,45,40,0,0,0,0,0,0,0,210
296082,2021-2022,Public,Elementary,40,30,30,30,70,35,70,80,0,0,0,0,385
166472,2021-2022,Public,Elementary,40,45,40,45,40,40,0,0,0,0,0,0,250
457273,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
178969,2021-2022,Public,Elementary,30,30,25,40,40,45,100,120,0,0,0,0,430
184411,2021-2022,Public,Elementary,15,25,10,15,20,15,0,0,0,0,0,0,100
909050,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,110,125,140,110,485
185582,2021-2022,Public,Elementary,25,25,20,20,25,25,90,105,0,0,0,0,335
199699,2021-2022,Public,Elementary,35,30,25,40,30,40,0,0,0,0,0,0,200
208620,2021-2022,Public,Elementary,50,30,40,20,25,25,15,20,0,0,0,0,225
96502,2021-2022,Public,Elementary,50,45,50,60,45,50,50,50,0,0,0,0,400
226793,2021-2022,Public,Elementary,35,50,35,25,35,35,25,40,0,0,0,0,280
914770,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,395,420,355,500,1670
223735,2021-2022,Public,Elementary,40,40,55,50,60,60,55,60,0,0,0,0,420
418765,2021-2022,Public,Elementary,60,60,75,65,55,55,65,55,0,0,0,0,490
282324,2021-2022,Public,Elementary,45,25,80,75,95,75,85,85,0,0,0,0,565
281522,2021-2022,Public,Elementary,65,50,10,0,0,0,0,0,0,0,0,0,125
282316,2021-2022,Public,Elementary,30,35,25,25,45,30,65,60,0,0,0,0,315
209635,2021-2022,Public,Elementary,20,15,20,40,50,45,75,55,0,0,0,0,320
918679,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,515,505,460,615,2095
477416,2021-2022,Public,Elementary,30,25,35,20,30,30,70,55,0,0,0,0,295
284254,2021-2022,Public,Elementary,50,50,40,50,45,50,85,65,0,0,0,0,435
286729,2021-2022,Public,Elementary,20,25,20,20,25,20,10,10,0,0,0,0,150
586866,2021-2022,Public,Elementary,50,65,50,60,55,65,65,50,0,0,0,0,460
289060,2021-2022,Public,Elementary,10,15,10,15,10,15,0,0,0,0,0,0,75
145882,2021-2022,Public,Elementary,50,55,50,55,55,35,60,60,0,0,0,0,420
311316,2021-2022,Public,Elementary,15,30,30,30,25,30,25,25,0,0,0,0,210
371483,2021-2022,Public,Elementary,20,20,25,25,25,25,0,0,0,0,0,0,140
366668,2021-2022,Public,Elementary,45,40,50,50,50,45,50,40,0,0,0,0,370
368644,2021-2022,Public,Elementary,45,55,55,65,50,60,50,55,0,0,0,0,435
369535,2021-2022,Public,Elementary,15,15,20,15,20,45,65,65,0,0,0,0,260
368822,2021-2022,Public,Elementary,40,55,45,50,50,55,55,60,0,0,0,0,410
931284,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,165,175,165,195,700
932450,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,265,240,240,330,1075
428817,2021-2022,Public,Elementary,25,30,25,30,25,30,0,0,0,0,0,0,165
431150,2021-2022,Public,Elementary,40,45,45,60,60,40,0,0,0,0,0,0,290
432458,2021-2022,Public,Elementary,45,50,60,45,30,70,40,50,0,0,0,0,390
434639,2021-2022,Public,Elementary,45,45,55,35,25,25,30,35,0,0,0,0,295
450006,2021-2022,Public,Elementary,20,15,20,25,15,20,0,0,0,0,0,0,115
452491,2021-2022,Public,Elementary,60,65,55,55,55,45,45,50,0,0,0,0,430
457159,2021-2022,Public,Elementary,60,70,55,75,65,20,30,25,0,0,0,0,400
457930,2021-2022,Public,Elementary,30,25,35,35,20,35,30,30,0,0,0,0,240
458384,2021-2022,Public,Elementary,30,25,35,30,20,30,0,0,0,0,0,0,170
271678,2021-2022,Public,Elementary,55,60,45,60,60,50,65,60,0,0,0,0,455
488879,2021-2022,Public,Elementary,10,15,30,25,25,70,80,95,0,0,0,0,350
185329,2021-2022,Public,Elementary,15,15,15,10,10,15,0,0,0,0,0,0,80
497193,2021-2022,Public,Elementary,40,35,40,30,30,25,0,0,0,0,0,0,200
916296,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,10,10,10,30
460796,2021-2022,Public,Elementary,55,50,50,60,60,60,55,70,0,0,0,0,460
477283,2021-2022,Public,Elementary,30,30,35,35,50,65,50,60,0,0,0,0,355
548618,2021-2022,Public,Elementary,40,45,45,45,40,40,50,45,0,0,0,0,350
460015,2021-2022,Public,Elementary,40,45,40,45,40,30,55,40,0,0,0,0,335
576107,2021-2022,Public,Elementary,25,30,25,25,25,30,0,0,0,0,0,0,160
577014,2021-2022,Public,Elementary,40,40,40,55,20,15,0,0,0,0,0,0,210
590665,2021-2022,Public,Elementary,40,30,35,30,55,70,115,95,0,0,0,0,470
953555,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,85,115,95,150,445
381646,2021-2022,Public,Elementary,65,60,55,65,65,70,85,70,0,0,0,0,535
947253,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,175,195,180,210,760
603244,2021-2022,Public,Elementary,35,40,45,35,45,35,45,35,0,0,0,0,315
363687,2021-2022,Public,Elementary,45,65,50,50,55,35,45,40,0,0,0,0,385
609552,2021-2022,Public,Elementary,25,20,20,15,15,15,85,95,0,0,0,0,290
690767,2021-2022,Catholic,Elementary,50,25,35,30,40,25,35,40,0,0,0,0,280
693693,2021-2022,Catholic,Elementary,35,35,45,45,30,30,45,35,0,0,0,0,300
697460,2021-2022,Catholic,Elementary,15,20,20,25,20,20,40,35,0,0,0,0,195
716790,2021-2022,Catholic,Elementary,50,35,35,35,30,25,30,25,0,0,0,0,265
718920,2021-2022,Catholic,Elementary,60,45,50,30,30,55,45,30,0,0,0,0,345
720208,2021-2022,Catholic,Elementary,45,45,65,55,55,50,55,60,0,0,0,0,430
724602,2021-2022,Catholic,Elementary,70,55,75,70,70,60,90,65,0,0,0,0,555
732320,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,300,255,265,285,1105
732338,2021-2022,Catholic,Elementary,30,30,20,30,35,25,20,20,0,0,0,0,210
743186,2021-2022,Catholic,Elementary,35,40,30,60,30,40,40,40,0,0,0,0,315
744700,2021-2022,Catholic,Elementary,40,40,25,50,30,30,35,35,0,0,0,0,285
746304,2021-2022,Catholic,Elementary,20,35,20,25,40,30,20,30,0,0,0,0,220
753009,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,430,380,370,530,1710
829936,2021-2022,Catholic,Elementary,50,75,75,75,90,100,85,80,0,0,0,0,630
764450,2021-2022,Catholic,Elementary,40,40,40,40,45,45,30,25,0,0,0,0,305
765678,2021-2022,Catholic,Elementary,50,60,40,40,45,35,35,35,0,0,0,0,340
766844,2021-2022,Catholic,Elementary,50,55,30,45,35,35,40,35,0,0,0,0,325
771007,2021-2022,Catholic,Elementary,70,75,55,65,50,50,65,45,0,0,0,0,475
770876,2021-2022,Catholic,Elementary,45,45,40,35,40,40,45,40,0,0,0,0,330
765694,2021-2022,Catholic,Elementary,25,50,40,50,45,50,50,45,0,0,0,0,355
776726,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,365,405,390,470,1630
777501,2021-2022,Catholic,Elementary,30,30,25,20,20,20,35,30,0,0,0,0,210
866296,2021-2022,Catholic,Elementary,40,25,30,25,20,15,15,20,0,0,0,0,190
780650,2021-2022,Catholic,Elementary,25,30,20,25,25,20,15,30,0,0,0,0,190
866555,2021-2022,Catholic,Elementary,25,25,25,25,20,25,20,30,0,0,0,0,195
785695,2021-2022,Catholic,Elementary,60,45,60,60,45,45,50,50,0,0,0,0,415
786217,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,190,230,230,275,925
786772,2021-2022,Catholic,Elementary,50,55,40,50,50,50,50,60,0,0,0,0,405
788694,2021-2022,Catholic,Elementary,35,25,40,40,40,40,40,35,0,0,0,0,295
831724,2021-2022,Catholic,Elementary,40,40,40,40,55,50,40,55,0,0,0,0,360
795445,2021-2022,Catholic,Elementary,20,15,15,10,10,15,15,15,0,0,0,0,115
801682,2021-2022,Catholic,Elementary,40,50,45,45,45,40,35,50,0,0,0,0,350
814687,2021-2022,Catholic,Elementary,15,25,25,30,20,20,30,35,0,0,0,0,200
690023,2021-2022,Catholic,Elementary,65,40,70,65,50,60,60,65,0,0,0,0,475
820512,2021-2022,Catholic,Elementary,40,45,40,35,40,45,50,50,0,0,0,0,345
821330,2021-2022,Catholic,Elementary,30,20,40,45,40,25,35,30,0,0,0,0,265
823317,2021-2022,Catholic,Elementary,35,40,30,30,40,30,30,40,0,0,0,0,275
832103,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,480,555,545,615,2195
832375,2021-2022,Catholic,Elementary,35,40,40,45,35,50,50,50,0,0,0,0,345
834440,2021-2022,Catholic,Elementary,30,35,30,30,35,30,30,25,0,0,0,0,245
836303,2021-2022,Catholic,Elementary,35,45,40,45,35,50,60,45,0,0,0,0,355
841331,2021-2022,Catholic,Elementary,35,50,40,35,40,35,40,35,0,0,0,0,310
845108,2021-2022,Catholic,Elementary,25,35,20,20,20,30,25,30,0,0,0,0,205
851213,2021-2022,Catholic,Elementary,20,30,20,20,30,20,25,20,0,0,0,0,185
851736,2021-2022,Catholic,Elementary,20,20,15,20,25,25,15,25,0,0,0,0,165
856592,2021-2022,Catholic,Elementary,20,25,25,30,25,25,35,30,0,0,0,0,215
858013,2021-2022,Catholic,Elementary,75,65,55,50,50,60,65,70,0,0,0,0,490
696612,2021-2022,Catholic,Elementary,50,60,65,60,75,55,75,65,0,0,0,0,505
733121,2021-2022,Catholic,Elementary,40,35,35,45,45,50,50,50,0,0,0,0,350
1058,2021-2022,Public,Elementary,30,35,40,30,25,40,45,35,0,0,0,0,280
671,2021-2022,Public,Elementary,50,65,55,65,75,75,0,0,0,0,0,0,385
13900,2021-2022,Public,Elementary,35,25,25,40,45,40,0,0,0,0,0,0,210
28541,2021-2022,Public,Elementary,45,35,30,25,30,35,95,100,0,0,0,0,395
29459,2021-2022,Public,Elementary,25,25,20,20,20,25,0,0,0,0,0,0,135
34363,2021-2022,Public,Elementary,65,55,60,70,55,70,65,60,0,0,0,0,500
50512,2021-2022,Public,Elementary,35,45,35,40,50,45,0,0,0,0,0,0,250
895458,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,290,275,280,370,1215
588849,2021-2022,Public,Elementary,65,55,60,70,65,75,65,60,0,0,0,0,515
61697,2021-2022,Public,Elementary,45,40,50,50,40,40,0,0,0,0,0,0,265
34355,2021-2022,Public,Elementary,75,85,75,75,70,85,0,0,0,0,0,0,465
898090,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,415,430,375,495,1715
89451,2021-2022,Public,Elementary,50,45,60,40,50,50,70,85,0,0,0,0,450
89699,2021-2022,Public,Elementary,25,20,25,35,40,30,0,0,0,0,0,0,175
90166,2021-2022,Public,Elementary,25,25,30,35,20,30,0,0,0,0,0,0,165
90220,2021-2022,Public,Elementary,0,0,0,0,0,0,225,230,0,0,0,0,455
91332,2021-2022,Public,Elementary,35,35,25,40,30,35,0,0,0,0,0,0,200
100170,2021-2022,Public,Elementary,55,55,55,50,50,55,0,0,0,0,0,0,320
634232,2021-2022,Public,Elementary,65,75,70,80,65,50,135,120,0,0,0,0,660
108693,2021-2022,Public,Elementary,55,50,40,45,50,50,120,130,0,0,0,0,540
620432,2021-2022,Public,Elementary,15,20,25,25,20,30,20,25,0,0,0,0,180
124354,2021-2022,Public,Elementary,45,35,45,40,45,35,0,0,0,0,0,0,245
125555,2021-2022,Public,Elementary,55,40,60,45,40,55,0,0,0,0,0,0,295
126179,2021-2022,Public,Elementary,0,0,0,0,0,0,110,115,0,0,0,0,225
127876,2021-2022,Public,Elementary,45,55,50,55,60,45,0,0,0,0,0,0,310
959759,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,10,10,10,30
588970,2021-2022,Public,Elementary,0,0,0,0,0,0,230,170,0,0,0,0,400
144266,2021-2022,Public,Elementary,65,50,45,55,55,60,0,0,0,0,0,0,330
907499,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,255,270,280,435,1240
134618,2021-2022,Public,Elementary,60,45,55,60,55,70,75,85,0,0,0,0,505
170682,2021-2022,Public,Elementary,55,55,45,45,50,50,0,0,0,0,0,0,300
171417,2021-2022,Public,Elementary,60,60,50,65,50,85,0,0,0,0,0,0,370
908142,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,325,335,330,355,1345
181030,2021-2022,Public,Elementary,65,85,75,85,65,90,0,0,0,0,0,0,465
199389,2021-2022,Public,Elementary,20,15,25,20,25,25,20,35,0,0,0,0,185
201421,2021-2022,Public,Elementary,40,50,40,40,45,45,80,65,0,0,0,0,405
910350,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,365,365,280,375,1385
201448,2021-2022,Public,Elementary,55,55,50,40,60,65,0,0,0,0,0,0,325
203394,2021-2022,Public,Elementary,75,75,70,75,75,65,0,0,0,0,0,0,435
911399,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,225,220,200,310,955
217891,2021-2022,Public,Elementary,35,40,35,45,45,40,0,0,0,0,0,0,240
913340,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,255,230,245,270,1000
914070,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,365,340,320,355,1380
226920,2021-2022,Public,Elementary,30,30,20,40,35,45,0,0,0,0,0,0,200
384097,2021-2022,Public,Elementary,35,20,40,25,30,15,0,0,0,0,0,0,165
609422,2021-2022,Public,Elementary,100,110,105,90,90,70,70,75,0,0,0,0,710
95230,2021-2022,Public,Elementary,45,65,65,75,80,55,95,100,0,0,0,0,580
255653,2021-2022,Public,Elementary,55,60,55,55,65,65,0,0,0,0,0,0,355
257605,2021-2022,Public,Elementary,40,50,50,50,40,50,0,0,0,0,0,0,280
266183,2021-2022,Public,Elementary,40,45,45,40,35,45,0,0,0,0,0,0,250
917931,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,340,315,430,415,1500
279595,2021-2022,Public,Elementary,50,60,45,65,50,55,0,0,0,0,0,0,325
486336,2021-2022,Public,Elementary,50,60,65,70,65,85,0,0,0,0,0,0,395
918555,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,250,240,220,395,1105
339451,2021-2022,Public,Elementary,80,80,70,65,55,60,145,125,0,0,0,0,680
471541,2021-2022,Public,Elementary,100,90,90,105,90,95,0,0,0,0,0,0,570
285536,2021-2022,Public,Elementary,30,20,25,20,25,30,0,0,0,0,0,0,150
283860,2021-2022,Public,Elementary,50,50,40,55,60,45,0,0,0,0,0,0,300
288241,2021-2022,Public,Elementary,65,45,45,45,50,45,0,0,0,0,0,0,295
294390,2021-2022,Public,Elementary,40,30,40,30,35,40,0,0,0,0,0,0,215
920495,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,400,395,390,465,1650
303003,2021-2022,Public,Elementary,75,75,70,85,65,75,0,0,0,0,0,0,445
308463,2021-2022,Public,Elementary,45,40,65,45,60,70,130,155,0,0,0,0,610
309320,2021-2022,Public,Elementary,0,0,0,0,0,0,180,230,0,0,0,0,410
311731,2021-2022,Public,Elementary,45,55,60,45,50,60,115,115,0,0,0,0,545
588326,2021-2022,Public,Elementary,45,65,45,35,50,35,0,0,0,0,0,0,275
313246,2021-2022,Public,Elementary,35,30,35,35,25,30,75,70,0,0,0,0,335
314331,2021-2022,Public,Elementary,40,35,40,45,30,40,35,45,0,0,0,0,310
327930,2021-2022,Public,Elementary,0,0,0,0,0,0,240,285,0,0,0,0,525
589101,2021-2022,Public,Elementary,35,40,35,30,40,30,0,0,0,0,0,0,210
331708,2021-2022,Public,Elementary,55,50,35,50,30,45,0,0,0,0,0,0,265
338079,2021-2022,Public,Elementary,0,0,0,0,0,0,140,160,0,0,0,0,300
345997,2021-2022,Public,Elementary,60,55,45,55,50,60,0,0,0,0,0,0,325
356425,2021-2022,Public,Elementary,20,25,30,30,35,20,0,0,0,0,0,0,160
83559,2021-2022,Public,Elementary,45,35,30,35,55,40,0,0,0,0,0,0,240
109487,2021-2022,Public,Elementary,60,60,55,50,60,55,120,95,0,0,0,0,555
382620,2021-2022,Public,Elementary,35,45,35,40,45,45,0,0,0,0,0,0,245
610429,2021-2022,Public,Elementary,15,20,15,20,20,20,0,0,0,0,0,0,110
